Siruta,Localitate,Judet,Abs_liceal,Abs_postlic,Abs_primar_gimn,Abs_profes,Abs_tehnic,Abs_univ,Pop_liceal,Pop_profess,Pop_primar_gimn,Pop_univ
148453,Fantanele,SV,0,0,53,0,0,0,0,0,492,0
148514,Forasti,SV,0,0,43,0,0,0,0,0,367,0
148612,Oras Frasin,SV,0,0,63,0,0,0,0,0,375,0
148667,Fratautii Noi,SV,0,0,41,0,0,0,0,0,412,0
148694,Fratautii Vechi,SV,0,0,68,0,0,0,0,0,527,0
148729,Frumosu,SV,0,0,30,0,0,0,0,0,265,0
148765,Fundu Moldovei,SV,0,0,35,0,0,0,0,0,260,0
148872,Galanesti,SV,0,0,30,0,0,0,0,0,235,0
148916,Gramesti,SV,0,0,27,0,0,0,0,0,224,0
148970,Granicesti,SV,0,0,82,0,0,0,0,0,536,0
149049,Horodniceni,SV,0,0,36,0,0,0,0,0,330,0
149101,Horodnic De Jos,SV,0,0,34,0,0,0,0,0,172,0
149138,Iacobeni,SV,28,0,18,0,0,0,60,15,107,0
149183,Izvoarele Sucevei,SV,0,0,31,0,0,0,0,0,254,0
149227,Oras Liteni,SV,87,0,129,18,0,0,419,79,1058,0
149290,Marginea,SV,19,0,124,24,0,0,131,102,991,0
149316,Malini,SV,0,0,93,0,0,0,0,0,705,0
149370,Manastirea Humorului,SV,0,0,13,0,0,0,0,0,109,0
149414,Moara,SV,0,0,48,0,0,0,0,0,383,0
149502,Moldova-Sulita,SV,0,0,21,0,0,0,0,0,206,0
149539,Moldovita,SV,39,0,58,0,0,0,189,0,449,0
149584,Musenita,SV,0,0,7,0,0,0,0,0,95,0
149655,Ostra,SV,0,0,29,0,0,0,0,0,286,0
149682,Panaci,SV,0,0,26,0,0,0,0,0,143,0
149753,Paltinoasa,SV,0,0,55,0,0,0,0,0,420,0
149780,Partestii De Jos,SV,28,0,41,11,0,0,190,91,29,0
149833,Patrauti,SV,0,0,58,0,0,0,0,0,656,0
149851,Poiana Stampei,SV,0,0,28,0,0,0,0,0,193,0
149931,Pojorata,SV,0,0,27,0,0,0,0,0,188,0
149968,Preutesti,SV,0,0,73,0,0,0,0,0,691,0
150043,Putna,SV,0,0,43,0,0,0,0,0,304,0
150070,Radaseni,SV,0,0,41,0,0,0,0,0,231,0
150114,Rasca,SV,0,0,57,0,0,0,0,0,513,0
150178,Sadova,SV,0,0,19,0,0,0,0,0,158,0
150196,Satu Mare,SV,0,0,50,0,0,0,0,0,418,0
150221,Siminicea,SV,0,0,32,0,0,0,0,0,262,0
150258,Slatina,SV,0,0,80,0,0,0,0,0,512,0
150294,Straja,SV,0,0,72,0,0,0,0,0,550,0
150310,Stroiesti,SV,0,0,31,0,0,0,0,0,276,0
150356,Stulpicani,SV,0,0,53,0,0,0,0,0,527,0
150418,Sucevita,SV,0,0,26,0,0,0,0,0,344,0
150445,Saru Dornei,SV,0,0,44,0,0,0,0,0,328,0
150524,Todiresti,SV,0,0,41,0,0,0,0,0,415,0
150588,Udesti,SV,0,0,87,0,0,0,0,0,897,0
150702,Ulma,SV,0,0,47,0,0,0,0,0,260,0
150766,Vadu Moldovei,SV,0,0,50,0,0,0,0,0,331,0
150891,Valea Moldovei,SV,0,0,49,0,0,0,0,0,667,0
150935,Vama,SV,0,0,53,0,0,0,0,0,427,0
150980,Vatra Moldovitei,SV,0,0,46,0,0,0,0,0,405,0
151022,Veresti,SV,0,0,77,0,0,0,0,0,726,0
151077,Vicovu De Jos,SV,0,0,64,0,0,0,0,0,636,0
151095,Oras Vicovu De Sus,SV,348,0,252,8,0,0,1425,137,2044,0
151120,Volovat,SV,0,0,69,0,0,0,0,0,559,0
151157,Vulturesti,SV,0,0,51,0,0,0,0,0,366,0
151246,Zamostea,SV,0,0,33,0,0,0,0,0,273,0
151344,Zvoristea,SV,0,0,93,0,0,0,0,0,565,0
151433,Comanesti,SV,0,0,11,0,0,0,0,0,233,0
151442,Iaslovat,SV,0,0,65,0,0,0,0,0,516,0
151451,Ciocanesti,SV,0,0,11,0,0,0,0,0,117,0
151460,Serbauti,SV,0,0,47,0,0,0,0,0,308,0
151479,Horodnic De Sus,SV,0,0,57,0,0,0,0,0,475,0
151488,Fantana Mare,SV,0,0,16,0,0,0,0,0,130,0
151497,Cosna,SV,0,0,12,0,0,0,0,0,104,0
151503,Capu Campului,SV,0,0,29,0,0,0,0,0,224,0
151512,Hantesti,SV,0,0,43,0,0,0,0,0,446,0
151521,Burla,SV,0,0,20,0,0,0,0,0,303,0
151530,Balaceana,SV,0,0,19,0,0,0,0,0,148,0
151549,Hartop,SV,0,0,40,0,0,0,0,0,256,0
151558,Voitinel,SV,0,0,61,0,0,0,0,0,527,0
151567,Ciprian Porumbescu,SV,0,0,34,0,0,0,0,0,250,0
151576,Berchisesti,SV,0,0,35,0,0,0,0,0,374,0
151585,Poieni-Solca,SV,0,0,14,0,0,0,0,0,177,0
151683,Municipiul Turnu Magurele,TR,485,70,175,0,0,0,2248,22,1752,0
151709,Ciuperceni,TR,0,0,3,0,0,0,0,0,30,0
151736,Islaz,TR,0,0,43,0,0,0,0,0,308,0
151763,Lita,TR,0,0,10,0,0,0,0,0,87,0
151790,Municipiul Alexandria,TR,983,216,411,20,0,151,4377,143,3607,661
151816,Nanov,TR,0,0,11,0,0,0,0,0,144,0
151834,Poroschia,TR,0,0,13,0,0,0,0,0,144,0
151870,Municipiul Rosiori De Vede,TR,661,52,249,40,0,0,2811,313,2159,0
151905,Oras Videle,TR,286,0,112,0,0,0,1134,0,995,0
151932,Crevenicu,TR,0,0,14,0,0,0,0,0,139,0
151978,Oras Zimnicea,TR,140,0,102,0,0,0,619,0,1055,0
151996,Balaci,TR,0,0,14,0,0,0,0,0,66,0
152038,Babaita,TR,0,0,19,0,0,0,0,0,247,0
152083,Blejesti,TR,0,0,25,0,0,0,0,0,303,0
152127,Bogdana,TR,0,0,15,0,0,0,0,0,120,0
152172,Botoroaga,TR,17,0,44,0,0,0,93,0,336,0
152234,Bragadiru,TR,0,0,30,0,0,0,0,0,209,0
152252,Branceni,TR,0,0,24,0,0,0,0,0,172,0
152270,Bujoreni,TR,0,0,7,0,0,0,0,0,57,0
152314,Bujoru,TR,0,0,13,0,0,0,0,0,177,0
152332,Buzescu,TR,0,0,11,0,0,0,0,0,183,0
152350,Calinesti,TR,0,0,14,0,0,0,0,0,197,0
152412,Calmatuiu,TR,0,0,9,0,0,0,0,0,135,0
152467,Calmatuiu De Sus,TR,0,0,20,0,0,0,0,0,152,0
152500,Cervenia,TR,0,0,24,0,0,0,0,0,168,0
152528,Ciolanesti,TR,0,0,25,0,0,0,0,0,216,0
152564,Contesti,TR,0,0,20,0,0,0,0,0,196,0
152582,Cosmesti,TR,0,0,31,0,0,0,0,0,248,0
152617,Crangeni,TR,0,0,24,0,0,0,0,0,226,0
152662,Crangu,TR,0,0,12,0,0,0,0,0,63,0
152724,Didesti,TR,0,0,8,0,0,0,0,0,124,0
152760,Dobrotesti,TR,0,0,35,0,0,0,0,0,285,0
152797,Dracsenei,TR,0,0,12,0,0,0,0,0,149,0
152868,Draganesti De Vede,TR,0,0,21,0,0,0,0,0,162,0
152902,Draganesti-Vlasca,TR,63,0,39,0,0,0,332,0,276,0
152948,Furculesti,TR,0,0,12,0,0,0,0,0,144,0
152993,Frumoasa,TR,0,0,11,0,0,0,0,0,98,0
153026,Galateni,TR,0,0,21,0,0,0,0,0,184,0
153062,Gratia,TR,0,0,39,0,0,0,0,0,215,0
153106,Izvoarele,TR,0,0,17,0,0,0,0,0,116,0
153124,Lisa,TR,0,0,7,0,0,0,0,0,148,0
153151,Lunca,TR,0,0,50,0,0,0,0,0,370,0
153204,Mavrodin,TR,0,0,10,0,0,0,0,0,136,0
153240,Magura,TR,0,0,21,0,0,0,15,0,159,0
153277,Maldaeni,TR,0,0,29,0,0,0,0,0,221,0
153295,Mereni,TR,0,0,18,0,0,0,0,0,239,0
153339,Marzanesti,TR,0,0,22,0,0,0,0,0,257,0
153384,Mosteni,TR,0,0,21,0,0,0,0,0,114,0
153400,Nasturelu,TR,0,0,12,0,0,0,0,0,189,0
153437,Necsesti,TR,0,0,11,0,0,0,0,0,71,0
153473,Olteni,TR,74,0,27,0,0,0,254,0,321,0
153507,Orbeasca,TR,0,0,68,0,0,0,0,0,477,0
153543,Peretu,TR,0,0,59,0,0,0,0,0,403,0
153561,Piatra,TR,41,0,24,0,0,0,157,0,214,0
153589,Pietrosani,TR,0,0,21,0,0,0,0,0,214,0
153605,Plosca,TR,0,0,53,0,0,0,0,0,348,0
153623,Plopii-Slavitesti,TR,0,0,17,0,0,0,0,0,162,0
153696,Poeni,TR,0,0,32,0,0,0,0,0,255,0
153776,Vitanesti,TR,0,0,24,0,0,0,0,0,189,0
153829,Putineiu,TR,0,0,22,0,0,0,0,0,151,0
153865,Radoiesti,TR,0,0,14,0,0,0,0,0,118,0
153909,Rasmiresti,TR,0,0,7,0,0,0,0,0,67,0
153936,Salcia,TR,0,0,10,0,0,0,0,0,146,0
153972,Saceni,TR,0,0,7,0,0,0,0,0,85,0
154013,Scrioastea,TR,0,0,29,0,0,0,0,0,261,0
154068,Scurtu Mare,TR,0,0,20,0,0,0,0,0,135,0
154139,Seaca,TR,0,0,12,0,0,0,0,0,84,0
154166,Sfintesti,TR,0,0,3,0,0,0,0,0,95,0
154184,Segarcea-Vale,TR,0,0,19,0,0,0,0,0,188,0
154228,Silistea,TR,0,0,27,0,0,0,0,0,147,0
154282,Silistea-Gumesti,TR,0,0,26,0,0,0,0,0,200,0
154308,Sarbeni,TR,0,0,17,0,0,0,0,0,145,0
154344,Slobozia Mandra,TR,0,0,14,0,0,0,0,0,81,0
154380,Smardioasa,TR,0,0,12,0,0,0,0,0,206,0
154415,Stejaru,TR,0,0,19,0,0,0,0,0,133,0
154460,Suhaia,TR,0,0,18,0,0,0,0,0,107,0
154497,Storobaneasa,TR,0,0,18,0,0,0,0,0,215,0
154521,Talpa,TR,0,0,16,0,0,0,0,0,128,0
154585,Tatarastii De Jos,TR,0,0,37,0,0,0,0,0,233,0
154665,Tatarastii De Sus,TR,0,0,36,0,0,0,0,0,291,0
154709,Toporu,GR,0,0,25,0,0,0,0,0,188,0
154736,Traian,TR,0,0,10,0,0,0,0,0,73,0
154754,Trivalea-Mosteni,TR,0,0,26,0,0,0,0,0,181,0
154790,Troianul,TR,0,0,18,0,0,0,0,0,173,0
154834,Tiganesti,TR,0,0,35,0,0,0,0,0,196,0
154852,Vedea,TR,0,0,23,0,0,0,0,0,189,0
154914,Viisoara,TR,0,0,13,0,0,0,0,0,96,0
154932,Vartoape,TR,0,0,26,0,0,0,0,0,247,0
154978,Zambreasca,TR,0,0,6,0,0,0,0,0,89,0
154996,Nenciulesti,TR,0,0,9,0,0,0,0,0,127,0
155083,Beciu,TR,0,0,9,0,0,0,0,0,135,0
155092,Beuca,TR,0,0,8,0,0,0,0,0,101,0
155109,Dracea,TR,0,0,8,0,0,0,0,0,118,0
155118,Fantanele,TR,0,0,11,0,0,0,0,0,65,0
155127,Frasinet,TR,0,0,28,0,0,0,0,0,157,0
155136,Purani,TR,0,0,11,0,0,0,0,0,106,0
155145,Saelele,TR,0,0,12,0,0,0,0,0,99,0
155154,Uda-Clocociov,TR,0,0,6,0,0,0,0,0,51,0
155243,Municipiul Timisoara,TM,3412,794,2094,158,155,7978,14442,1307,22275,40002
155261,Dumbravita,TM,0,0,56,0,0,0,0,0,618,0
155289,Ghiroda,TM,0,0,21,0,0,0,0,0,237,0
155314,Giroc,TM,0,0,49,0,0,0,84,0,617,0
155350,Municipiul Lugoj,TM,561,133,366,21,0,205,2270,431,3560,360
155403,Oras Buzias,TM,72,0,57,0,0,0,209,0,658,0
155458,Oras Deta,TM,117,0,52,0,0,0,351,170,516,0
155494,Oras Jimbolia,TM,144,0,81,0,0,0,615,112,908,0
155528,Oras Sannicolau Mare,TM,236,0,145,0,0,0,908,188,1202,0
155546,Balint,TM,0,0,16,0,0,0,0,0,121,0
155591,Banloc,TM,0,0,19,0,0,0,0,0,189,0
155662,Bara,TM,0,0,0,0,0,0,0,0,8,0
155724,Beba Veche,TM,0,0,11,0,0,0,0,0,134,0
155760,Becicherecu Mic,TM,0,0,22,0,0,0,0,0,198,0
155797,Belint,TM,0,0,18,0,0,0,0,0,148,0
155840,Bethausen,TM,0,0,27,0,0,0,0,0,275,0
155911,Biled,TM,29,0,34,0,0,0,72,17,239,0
155957,Barna,TM,0,0,11,0,0,0,0,0,130,0
156035,Bogda,TM,0,0,0,0,0,0,0,0,12,0
156106,Boldur,TM,0,0,12,0,0,0,0,0,164,0
156151,Brestovat,TM,0,0,7,0,0,0,0,0,43,0
156213,Carpinis,TM,0,0,36,0,0,0,0,0,372,0
156259,Cenad,TM,0,0,38,0,0,0,0,0,379,0
156277,Cenei,TM,0,0,10,0,0,0,0,0,176,0
156311,Cheveresu Mare,TM,0,0,16,0,0,0,0,0,129,0
156357,Oras Ciacova,TM,40,0,43,0,0,0,203,0,440,0
156437,Comlosu Mare,TM,0,0,27,0,0,0,0,0,444,0
156473,Costeiu,TM,0,0,14,0,0,0,0,0,209,0
156534,Criciova,TM,0,0,13,0,0,0,0,0,142,0
156589,Curtea,TM,0,0,13,0,0,0,0,0,117,0
156623,Darova,TM,0,0,20,0,0,0,0,0,186,0
156669,Denta,TM,0,0,22,0,0,0,0,0,239,0
156712,Dudestii Vechi,TM,25,0,27,0,0,0,93,0,332,0
156767,Dumbrava,TM,0,0,24,0,0,0,0,0,136,0
156801,Oras Faget,TM,157,0,77,0,0,0,599,0,703,0
156927,Fardea,TM,0,0,14,0,0,0,0,0,114,0
157004,Foeni,TM,0,0,15,0,0,0,0,0,148,0
157031,Gavojdia,TM,0,0,20,0,0,0,0,0,188,0
157086,Oras Gataia,TM,53,0,57,0,0,0,287,0,543,0
157193,Ghizela,TM,0,0,11,0,0,0,0,0,88,0
157246,Giarmata,TM,0,0,54,0,0,0,0,0,454,0
157273,Giera,TM,0,0,3,0,0,0,0,0,100,0
157317,Giulvaz,TM,0,0,34,0,0,0,0,0,312,0
157362,Jamu Mare,TM,0,0,18,0,0,0,0,0,230,0
157424,Jebel,TM,0,0,36,0,0,0,0,0,236,0
157451,Lenauheim,TM,0,0,51,0,0,0,0,0,425,0
157497,Liebling,TM,0,0,40,0,0,0,0,0,374,0
157530,Lovrin,TM,98,0,35,0,0,0,227,0,303,0
157585,Margina,TM,0,0,27,0,0,0,0,0,172,0
157683,Masloc,TM,0,0,23,0,0,0,0,0,257,0
157736,Manastiur,TM,0,0,25,0,0,0,0,0,159,0
157781,Moravita,TM,0,0,42,0,0,0,0,0,282,0
157834,Mosnita Noua,TM,0,0,32,0,0,0,0,0,330,0
157898,Nadrag,TM,71,0,17,0,0,0,301,0,186,0
157923,Nitchidorf,TM,0,0,22,0,0,0,0,0,136,0
157969,Ohaba Lunga,TM,0,0,9,0,0,0,0,0,81,0
158010,Ortisoara,TM,8,0,43,0,0,0,9,0,399,0
158065,Peciu Nou,TM,42,0,45,0,0,0,197,0,397,0
158109,Periam,TM,47,0,42,0,0,0,205,0,356,0
158136,Pietroasa,TM,0,0,20,0,0,0,0,0,96,0
158181,Pischia,TM,0,0,26,0,0,0,0,0,216,0
158243,Racovita,TM,0,0,28,0,0,0,0,0,220,0
158314,Oras Recas,TM,38,0,104,0,0,0,188,28,807,0
158396,Remetea Mare,TM,0,0,18,0,0,0,0,0,185,0
158449,Sacosu Turcesc,TM,0,0,23,0,0,0,0,0,234,0
158528,Satchinez,TM,0,0,50,0,0,0,0,0,440,0
158564,Sacalaz,TM,0,0,60,0,0,0,0,0,588,0
158608,Secas,TM,0,0,0,0,0,0,0,0,14,0
158653,Sanandrei,TM,0,0,49,0,0,0,0,0,410,0
158699,Sanmihaiu Roman,TM,0,0,42,0,0,0,0,0,437,0
158733,Sanpetru Mare,TM,0,0,25,0,0,0,0,0,273,0
158779,Sag,TM,0,0,23,0,0,0,0,0,167,0
158804,Stiuca,TM,0,0,30,0,0,0,0,0,210,0
158859,Teremia Mare,TM,0,0,37,0,0,0,0,0,433,0
158895,Tomesti,TM,0,0,13,0,0,0,0,0,130,0
158966,Topolovatu Mare,TM,0,0,21,0,0,0,0,0,163,0
159035,Tormac,TM,0,0,36,0,0,0,0,0,256,0
159071,Traian Vuia,TM,0,0,23,0,0,0,0,0,139,0
159142,Uivar,TM,0,0,16,0,0,0,0,0,211,0
159213,Varias,TM,0,0,57,0,0,0,0,0,526,0
159259,Victor Vlad Delamarina,TM,0,0,28,0,0,0,0,0,163,0
159339,Voiteg,TM,0,0,16,0,0,0,0,0,155,0
159366,Birda,TM,0,0,14,0,0,0,0,0,151,0
159375,Checea,TM,0,0,11,0,0,0,0,0,165,0
159384,Dudestii Noi,TM,0,0,18,0,0,0,0,0,228,0
159393,Fibis,TM,0,0,13,0,0,0,0,0,120,0
159400,Ghilad,TM,0,0,24,0,0,0,0,0,168,0
159419,Gottlob,TM,0,0,22,0,0,0,0,0,177,0
159428,Iecea Mare,TM,0,0,18,0,0,0,0,0,203,0
159437,Parta,TM,0,0,24,0,0,0,0,0,169,0
159446,Padureni,TM,0,0,20,0,0,0,0,0,155,0
159455,Saravale,TM,0,0,25,0,0,0,0,0,345,0
159464,Sandra,TM,0,0,19,0,0,0,0,0,224,0
159473,Tomnatic,TM,0,0,36,0,0,0,0,0,316,0
159482,Valcani,TM,0,0,17,0,0,0,0,0,139,0
159491,Livezile,TM,0,0,24,0,0,0,0,0,164,0
159507,Pesac,TM,0,0,18,0,0,0,0,0,204,0
159516,Bucovat,TM,0,0,13,0,0,0,0,0,114,0
159525,Otelec,TM,0,0,15,0,0,0,0,0,141,0
159614,Municipiul Tulcea,TL,1042,216,653,70,20,0,4363,642,6590,0
159650,Oras Babadag,TL,72,0,64,0,0,0,470,30,863,0
159687,Oras Isaccea,TL,68,0,46,0,0,0,246,0,438,0
159730,Oras Macin,TL,180,0,108,0,0,0,708,87,845,0
159767,Oras Sulina,TL,13,0,31,0,0,0,118,0,213,0
159785,Baia,TL,0,0,49,0,0,0,0,0,370,0
159847,Beidaud,TL,0,0,33,0,0,0,29,0,230,0
159883,C.a. Rosetti,TL,0,0,10,0,0,0,0,0,55,0
159945,Carcaliu,TL,0,0,2,0,0,0,0,0,30,0
159963,Casimcea,TL,0,0,40,0,0,0,0,0,310,0
160047,Ceatalchioi,TL,0,0,3,0,0,0,0,0,32,0
160092,Ceamurlia De Jos,TL,0,0,18,0,0,0,0,0,182,0
160127,Cerna,TL,0,0,45,0,0,0,0,0,244,0
160172,Chilia Veche,TL,0,0,12,0,0,0,0,0,177,0
160225,Ciucurova,TL,0,0,32,0,0,0,0,0,202,0
160261,Crisan,TL,0,0,12,0,0,0,0,0,70,0
160305,Daeni,TL,0,0,22,0,0,0,0,0,164,0
160323,Dorobantu,TL,0,0,14,0,0,0,0,0,144,0
160387,Frecatei,TL,0,0,21,0,0,0,0,0,243,0
160430,Greci,TL,0,0,40,0,0,0,0,0,351,0
160458,Grindu,TL,0,0,13,0,0,0,0,0,104,0
160476,Hamcearca,TL,0,0,13,0,0,0,0,0,102,0
160528,Horia,TL,0,0,12,0,0,0,0,0,91,0
160564,Izvoarele,TL,0,0,8,0,0,0,0,0,132,0
160617,Jijila,TL,0,0,55,0,0,0,0,0,438,0
160644,Jurilovca,TL,0,0,41,0,0,0,0,0,340,0
160680,Luncavita,TL,0,0,40,0,0,0,0,0,322,0
160724,Mahmudia,TL,0,0,17,0,0,0,0,42,203,0
160779,Maliuc,TL,0,0,5,0,0,0,0,0,28,0
160831,Mihai Bravu,TL,0,0,30,0,0,0,0,0,224,0
160877,Mihail Kogalniceanu,TL,0,0,32,0,0,0,0,0,218,0
160911,Murighiol,TL,0,0,30,0,0,0,0,0,240,0
160993,Nalbant,TL,0,0,30,0,0,0,0,0,230,0
161035,Niculitel,TL,0,0,39,0,0,0,0,0,372,0
161053,Nufaru,TL,0,0,22,0,0,0,0,0,194,0
161106,Ostrov,TL,0,0,24,0,0,0,0,0,181,0
161133,Pardina,TL,0,0,3,0,0,0,0,0,40,0
161151,Peceneaga,TL,0,0,10,0,0,0,0,0,126,0
161179,Sarichioi,TL,0,0,39,0,0,0,0,0,425,0
161231,Sfantu Gheorghe,TL,0,0,2,0,0,0,0,0,39,0
161259,Slava Cercheza,TL,0,0,12,0,0,0,0,0,73,0
161286,Smardan,TL,0,0,5,0,0,0,0,0,92,0
161302,Somova,TL,0,0,30,0,0,0,0,0,322,0
161348,Stejaru,TL,0,0,14,0,0,0,0,0,121,0
161384,Topolog,TL,50,0,55,11,0,0,229,100,472,0
161464,Turcoaia,TL,0,0,36,0,0,0,0,0,284,0
161482,Valea Nucarilor,TL,0,0,31,0,0,0,0,0,232,0
161525,I.c.bratianu,TL,0,0,15,0,0,0,0,0,94,0
161543,Vacareni,TL,0,0,35,0,0,0,0,0,187,0
161552,Bestepe,TL,0,0,14,0,0,0,0,0,132,0
161561,Valea Teilor,TL,0,0,16,0,0,0,0,0,147,0
161794,Municipiul Barlad,VS,1041,117,551,118,24,0,4377,886,5250,0
161829,Municipiul Husi,VS,475,0,244,39,0,0,2110,370,2281,0
161856,Oras Negresti,VS,335,0,144,24,0,0,1386,191,1217,0
161945,Municipiul Vaslui,VS,1139,183,650,90,0,0,4987,820,5684,0
162014,Albesti,VS,0,0,33,0,0,0,0,0,227,0
162069,Alexandru Vlahuta,VS,0,0,19,0,0,0,0,0,136,0
162149,Arsura,VS,0,0,16,0,0,0,0,0,132,0
162194,Banca,VS,0,0,59,0,0,0,0,0,621,0
162327,Bacani,VS,0,0,41,0,0,0,0,0,382,0
162381,Bacesti,VS,0,0,31,0,0,0,0,0,599,0
162452,Balteni,VS,0,0,14,0,0,0,0,0,121,0
162498,Berezeni,VS,0,0,56,0,0,0,0,0,483,0
162559,Blagesti,VS,0,0,10,0,0,0,0,0,86,0
162595,Bogdana,VS,0,0,21,0,0,0,0,0,147,0
162693,Bogdanesti,VS,0,0,40,0,0,0,0,0,428,0
162791,Bogdanita,VS,0,0,31,0,0,0,0,0,177,0
162871,Botesti,VS,0,0,23,0,0,0,0,0,187,0
162924,Bunesti-Averesti,VS,0,0,32,0,0,0,0,0,206,0
163002,Codaesti,VS,54,0,63,0,0,0,196,48,492,0
163057,Coroiesti,VS,0,0,16,0,0,0,0,0,194,0
163137,Costesti,VS,0,0,31,0,0,0,0,0,299,0
163208,Cretesti,VS,0,0,16,0,0,0,0,0,132,0
163253,Danesti,VS,0,0,24,0,0,0,0,0,237,0
163324,Deleni,VS,0,0,0,0,0,0,0,0,142,0
163379,Delesti,VS,0,0,48,0,0,0,0,0,278,0
163486,Dragomiresti,VS,23,0,84,10,0,0,99,109,730,0
163618,Dranceni,VS,0,0,39,0,0,0,0,0,372,0
163681,Duda-Epureni,VS,0,0,45,0,0,0,0,0,336,0
163734,Dumesti,VS,0,0,41,0,0,0,0,0,443,0
163789,Epureni,VS,0,0,23,0,0,0,0,0,256,0
163832,Falciu,VS,36,0,63,0,0,0,105,58,486,0
163903,Gagesti,VS,0,0,32,0,0,0,0,0,233,0
163967,Gherghesti,VS,0,0,31,0,0,0,0,0,333,0
164062,Garceni,VS,0,0,24,0,0,0,0,0,353,0
164133,Grivita,VS,0,0,35,0,0,0,0,0,281,0
164197,Hoceni,VS,0,0,33,0,0,0,0,0,275,0
164277,Dimitrie Cantemir,VS,0,0,29,0,0,0,0,0,265,0
164339,Iana,VS,0,0,62,0,0,0,0,0,527,0
164393,Ivanesti,VS,0,0,71,0,0,0,0,0,494,0
164543,Ivesti,VS,0,0,41,0,0,0,0,0,211,0
164598,Laza,VS,0,0,35,0,0,0,0,0,306,0
164687,Lipovat,VS,0,0,67,0,0,0,0,0,412,0
164749,Lunca Banului,VS,0,0,30,0,0,0,0,0,291,0
164829,Malusteni,VS,0,0,16,0,0,0,0,0,181,0
164892,Miclesti,VS,0,0,28,0,0,0,0,0,231,0
164936,Muntenii De Jos,VS,0,0,25,0,0,0,0,0,211,0
164981,Oras Murgeni,VS,45,0,66,0,0,0,182,62,673,0
165069,Oltenesti,VS,0,0,25,0,0,0,0,0,231,0
165130,Osesti,VS,0,0,52,0,0,0,0,0,442,0
165185,Padureni,VS,0,0,35,0,0,0,0,0,424,0
165274,Perieni,VS,0,0,56,0,0,0,0,0,404,0
165336,Poienesti,VS,0,0,51,0,0,0,0,0,328,0
165416,Pogana,VS,0,0,62,0,0,0,0,0,335,0
165470,Puiesti,VS,83,0,61,0,0,0,336,63,562,0
165611,Pungesti,VS,0,0,38,0,0,0,0,0,311,0
165719,Rebricea,VS,0,0,60,0,0,0,0,0,434,0
165817,Rosiesti,VS,0,0,30,0,0,0,0,0,258,0
165899,Solesti,VS,0,0,48,0,0,0,0,0,371,0
165979,Stanilesti,VS,0,0,46,0,0,0,0,0,427,0
166057,Stefan Cel Mare,VS,0,0,37,0,0,0,0,0,255,0
166137,Suletea,VS,0,0,33,0,0,0,0,0,217,0
166182,Tanacu,VS,0,0,37,0,0,0,0,0,178,0
166235,Tacuta,VS,0,0,68,0,0,0,0,0,408,0
166315,Tatarani,VS,0,0,26,0,0,0,0,0,247,0
166413,Todiresti,VS,0,0,41,0,0,0,0,0,350,0
166529,Tutova,VS,0,0,40,0,0,0,0,0,335,0
166636,Valeni,VS,0,0,56,0,0,0,0,0,329,0
166672,Vetrisoaia,VS,20,0,35,0,0,0,93,0,0,0
166707,Viisoara,VS,0,0,24,0,0,0,0,0,140,0
166770,Vinderei,VS,0,0,48,0,0,0,0,0,279,0
166869,Voinesti,VS,0,0,41,0,0,0,0,0,552,0
166985,Vulturesti,VS,0,0,21,0,0,0,0,0,201,0
167035,Vutcani,VS,0,0,20,0,0,0,0,0,198,0
167071,Zapodeni,VS,0,0,29,0,0,0,0,0,255,0
167179,Zorleni,VS,127,0,107,0,0,0,570,170,886,0
167222,Ibanesti,VS,0,0,26,0,0,0,0,0,179,0
167231,Fruntiseni,VS,0,0,34,0,0,0,0,0,221,0
167240,Rafaila,VS,0,0,30,0,0,0,0,0,299,0
167259,Pogonesti,VS,0,0,21,0,0,0,0,0,167,0
167268,Ciocani,VS,0,0,16,0,0,0,0,0,190,0
167277,Cozmesti,VS,0,0,16,0,0,0,0,0,211,0
167286,Dodesti,VS,0,0,20,0,0,0,0,0,203,0
167295,Feresti,VS,0,0,31,0,0,0,0,0,189,0
167302,Muntenii De Sus,VS,0,0,22,0,0,0,0,0,175,0
167311,Pochidia,VS,0,0,30,0,0,0,0,0,163,0
167320,Puscasi,VS,0,0,25,0,0,0,0,0,288,0
167473,Municipiul Ramnicu Valcea,VL,1819,655,1008,31,39,269,7775,492,9455,806
167641,Oras Baile Govora,VL,20,0,15,0,0,0,61,0,148,0
167696,Oras Baile Olanesti,VL,41,0,42,0,0,0,88,0,305,0
167794,Oras Brezoi,VL,42,0,74,0,0,0,203,25,600,0
167909,Oras Calimanesti,VL,78,0,72,0,0,0,207,87,594,0
167981,Municipiul Dragasani,VL,468,0,271,18,0,0,1896,156,2034,0
168041,Oras Horezu,VL,294,46,95,0,0,0,1206,93,728,0
168130,Oras Ocnele Mari,VL,0,0,17,0,0,0,0,0,191,0
168229,Alunu,VL,0,0,42,0,0,0,0,0,313,0
168309,Amarasti,VL,0,0,17,0,0,0,0,0,87,0
168372,Oras Babeni,VL,49,0,107,0,0,0,216,42,904,0
168452,Oras Balcesti,VL,143,0,47,13,0,0,681,68,415,0
168559,Barbatesti,VL,0,0,21,0,0,0,0,0,167,0
168602,Oras Berbesti,VL,153,0,70,0,0,0,649,0,420,0
168675,Berislavesti,VL,0,0,26,0,0,0,0,0,170,0
168755,Boisoara,VL,0,0,14,0,0,0,0,0,81,0
