Siruta,Localitate,Judet,Abs_liceal,Abs_postlic,Abs_primar_gimn,Abs_profes,Abs_tehnic,Abs_univ,Pop_liceal,Pop_profess,Pop_primar_gimn,Pop_univ
126166,Carlogani,OT,0,0,19,0,0,0,0,0,132,0
126228,Colonesti,OT,0,0,6,0,0,0,0,0,92,0
126326,Corbu,OT,0,0,18,0,0,0,0,0,170,0
126380,Coteana,OT,0,0,18,0,0,0,0,0,127,0
126406,Crampoia,OT,36,0,20,0,0,0,113,0,311,0
126433,Curtisoara,OT,0,0,31,0,0,0,0,0,203,0
126503,Cungrea,OT,0,0,12,0,0,0,0,0,101,0
126585,Daneasa,OT,0,0,34,0,0,0,0,0,300,0
126647,Deveselu,OT,0,0,25,0,0,0,0,0,160,0
126674,Dobretu,OT,0,0,13,0,0,0,0,0,69,0
126718,Dobrosloveni,OT,0,0,32,0,0,0,0,0,314,0
126772,Dobroteasa,OT,0,0,14,0,0,0,0,0,141,0
126825,Dobrun,OT,0,0,38,0,0,0,0,0,242,0
126905,Fagetelu,OT,0,0,4,0,0,0,0,0,61,0
126978,Falcoiu,OT,0,0,55,0,0,0,0,0,276,0
127019,Farcasele,OT,0,0,56,0,0,0,0,0,402,0
127064,Ganeasa,OT,0,0,22,0,0,0,0,0,188,0
127126,Giuvarasti,OT,0,0,25,0,0,0,0,0,135,0
127144,Gostavatu,OT,0,0,20,0,0,0,0,0,169,0
127171,Gradinari,OT,0,0,73,0,0,0,0,0,237,0
127224,Grojdibodu,OT,0,0,16,0,0,0,0,0,140,0
127251,Ianca,OT,0,0,27,0,0,0,0,0,191,0
127288,Iancu Jianu,OT,39,0,41,0,0,0,164,0,364,0
127322,Icoana,OT,0,0,19,0,0,0,0,0,134,0
127368,Izbiceni,OT,0,0,40,0,0,0,0,0,400,0
127386,Izvoarele,OT,18,0,54,0,0,0,317,0,323,0
127411,Leleasca,OT,0,0,4,0,0,0,0,0,74,0
127493,Maruntei,OT,0,0,41,0,0,0,0,0,284,0
127536,Mihaesti,OT,0,0,12,0,0,0,0,0,111,0
127563,Milcov,OT,0,0,11,0,0,0,0,0,65,0
127625,Morunglav,OT,0,0,19,0,0,0,0,0,151,0
127689,Movileni,OT,0,0,38,0,0,0,0,0,210,0
127714,Nicolae Titulescu,OT,0,0,9,0,0,0,0,0,77,0
127750,Obarsia,OT,0,0,25,0,0,0,0,0,189,0
127812,Oboga,OT,0,0,11,0,0,0,0,0,91,0
127858,Oporelu,OT,0,0,12,0,0,0,0,0,87,0
127901,Optasi-Magura,OT,0,0,6,0,0,0,0,0,63,0
127938,Orlea,OT,0,0,16,0,0,0,0,0,121,0
127983,Osica De Sus,OT,44,0,46,0,0,0,225,0,387,0
128052,Perieti,OT,0,0,21,0,0,0,0,0,199,0
128105,Oras Piatra-Olt,OT,60,0,31,0,0,0,100,0,502,0
128178,Parscoveni,OT,0,0,25,0,0,0,0,0,236,0
128221,Plesoiu,OT,0,0,21,0,0,0,0,0,148,0
128301,Poboru,OT,0,0,10,0,0,0,0,0,129,0
128374,Oras Potcoava,OT,67,0,80,0,0,0,263,84,489,0
128436,Priseaca,OT,0,0,5,0,0,0,0,0,56,0
128472,Radomiresti,OT,0,0,27,0,0,0,0,0,213,0
128524,Redea,OT,0,0,29,0,0,0,0,0,170,0
128560,Rotunda,OT,0,0,29,0,0,0,0,0,183,0
128588,Rusanesti,OT,0,0,46,0,0,0,0,0,286,0
128613,Scarisoara,OT,0,0,25,0,0,0,0,0,284,0
128659,Schitu,OT,0,0,15,0,0,0,0,0,154,0
128711,Oras Scornicesti,OT,92,0,96,0,0,0,510,69,904,0
128864,Seaca,OT,0,0,16,0,0,0,0,0,146,0
128882,Samburesti,OT,0,0,11,0,0,0,0,0,54,0
128962,Spineni,OT,0,0,12,0,0,0,0,0,79,0
129040,Sprancenata,OT,0,0,19,0,0,0,0,0,144,0
129095,Stoenesti,OT,0,0,15,0,0,0,0,0,183,0
129111,Stoicanesti,OT,0,0,20,0,0,0,0,0,157,0
129139,Strejesti,OT,0,0,29,0,0,0,0,0,216,0
129184,Studina,OT,0,0,22,0,0,0,0,0,166,0
129246,Serbanesti,OT,0,0,20,0,0,0,0,0,223,0
129282,Stefan Cel Mare,OT,0,0,13,0,0,0,0,0,115,0
129317,Tatulesti,OT,0,0,7,0,0,0,0,0,38,0
129380,Teslui,OT,0,0,24,0,0,0,0,0,124,0
129460,Tia Mare,OT,0,0,37,0,0,0,0,0,255,0
129503,Topana,OT,0,0,4,0,0,0,0,0,43,0
129567,Traian,OT,0,0,32,0,0,0,0,0,230,0
129585,Tufeni,OT,35,0,30,0,0,0,90,51,264,0
129629,Urzica,OT,0,0,18,0,0,0,0,0,132,0
129656,Valea Mare,OT,0,0,34,0,0,0,0,0,243,0
129718,Vadastra,OT,0,0,16,0,0,0,0,0,85,0
129745,Vadastrita,OT,0,0,36,0,0,0,0,0,254,0
129763,Valeni,OT,43,0,33,0,0,0,127,56,190,0
129816,Verguleasa,OT,0,0,19,0,0,0,0,0,174,0
129898,Visina,OT,0,0,32,0,0,0,0,0,172,0
129914,Vitomiresti,OT,69,0,20,0,0,0,510,0,138,0
129987,Valcele,OT,0,0,22,0,0,0,0,0,167,0
130026,Vladila,OT,0,0,19,0,0,0,0,0,122,0
130062,Voineasa,OT,0,0,13,0,0,0,0,0,151,0
130124,Vulpeni,OT,0,0,25,0,0,0,0,0,149,0
130231,Vulturesti,OT,0,0,14,0,0,0,0,0,140,0
130286,Balteni,OT,0,0,11,0,0,0,0,0,123,0
130295,Calui,OT,0,0,10,0,0,0,0,0,102,0
130302,Gavanesti,OT,0,0,12,0,0,0,0,0,123,0
130311,Ghimpeteni,OT,0,0,20,0,0,0,0,0,93,0
130320,Gradinile,OT,0,0,13,0,0,0,0,0,118,0
130339,Gura Padinii,OT,0,0,12,0,0,0,0,0,87,0
130348,Ipotesti,OT,0,0,16,0,0,0,0,0,167,0
130357,Osica De Jos,OT,0,0,26,0,0,0,0,0,148,0
130366,Sarbii - Magura,OT,0,0,21,0,0,0,0,0,138,0
130375,Visina Noua,OT,0,0,14,0,0,0,0,0,111,0
130384,Soparlita,OT,0,0,16,0,0,0,0,0,84,0
130534,Municipiul Ploiesti,PH,3079,1041,1977,172,135,1587,13035,1483,17954,6939
130552,Barcanesti,PH,50,19,67,11,0,0,162,90,728,0
130614,Berceni,PH,0,0,49,0,0,0,0,0,570,0
130678,Blejoi,PH,0,0,50,0,0,0,0,0,587,0
130712,Brazi,PH,0,0,70,0,0,0,0,0,587,0
130785,Bucov,PH,0,0,68,0,0,0,0,0,820,0
130847,Paulesti,PH,0,0,33,0,0,0,0,0,388,0
130892,Targsoru Vechi,PH,0,0,102,0,0,0,0,0,892,0
130954,Oras Azuga,PH,14,0,37,0,0,0,76,0,322,0
130981,Oras Baicoi,PH,72,0,138,0,0,0,286,0,1318,0
131069,Oras Boldesti-Scaeni,PH,72,0,117,0,26,0,249,34,999,0
131103,Oras Breaza,PH,196,0,129,12,0,0,769,65,1125,0
131210,Oras Busteni,PH,54,0,57,0,0,0,177,16,568,0
131256,Municipiul Campina,PH,684,183,345,73,0,0,2605,423,2843,0
131274,Poiana Campina,PH,0,0,16,0,0,0,0,0,224,0
131336,Oras Comarnic,PH,83,0,69,0,0,0,322,0,759,0
131407,Oras Mizil,PH,207,0,144,14,0,0,918,111,1593,0
131443,Oras Plopeni,PH,71,0,48,24,0,0,375,125,516,0
131461,Dumbravesti,PH,0,0,36,0,0,0,0,0,306,0
131540,Oras Sinaia,PH,148,0,75,16,0,0,458,39,675,0
131577,Oras Slanic,PH,121,0,58,0,0,0,469,0,384,0
131620,Oras Urlati,PH,111,0,116,21,0,0,461,28,1161,0
131817,Oras Valenii De Munte,PH,373,27,157,33,0,0,1435,206,1541,0
131835,Gura Vitioarei,PH,0,0,56,0,0,0,0,0,500,0
131899,Adunati,PH,0,0,18,0,0,0,0,0,118,0
131933,Albesti-Paleologu,PH,0,0,50,0,0,0,0,0,394,0
131988,Alunis,PH,0,0,38,0,0,0,0,0,276,0
132011,Apostolache,PH,0,0,20,0,0,0,0,0,218,0
132075,Aricestii Rahtivani,PH,0,0,80,0,0,0,0,0,768,0
132137,Aricestii Zeletin,PH,0,0,10,0,0,0,0,0,110,0
132164,Baba Ana,PH,0,0,34,0,0,0,0,0,337,0
132226,Balta Doamnei,PH,0,0,17,0,0,0,0,0,191,0
132271,Baltesti,PH,30,0,33,16,0,0,57,88,299,0
132315,Banesti,PH,0,0,29,0,0,0,0,0,297,0
132342,Bertea,PH,0,0,35,0,0,0,0,0,247,0
132379,Boldesti-Gradistea,PH,0,0,13,0,0,0,0,0,149,0
132404,Brebu,PH,0,0,59,0,0,0,0,0,478,0
132459,Calugareni,PH,0,0,17,0,0,0,0,0,105,0
132486,Carbunesti,PH,0,0,12,0,0,0,0,0,142,0
132510,Ceptura,PH,0,0,41,0,0,0,0,0,383,0
132574,Cerasu,PH,0,0,55,0,0,0,14,52,442,0
132645,Chiojdeanca,PH,0,0,20,0,0,0,0,0,167,0
132681,Ciorani,PH,47,0,71,0,0,0,210,0,683,0
132716,Cocorastii Mislii,PH,0,0,21,0,0,0,0,0,191,0
132752,Colceag,PH,0,0,56,0,0,0,0,0,418,0
132805,Cornu,PH,0,0,35,0,0,0,0,0,237,0
132841,Cosminele,PH,0,0,10,0,0,0,0,0,67,0
132896,Drajna,PH,0,0,43,0,0,0,0,0,394,0
133018,Draganesti,PH,0,0,48,0,0,0,0,0,445,0
133090,Dumbrava,PH,0,0,36,0,0,0,0,0,482,0
133161,Filipestii De Padure,PH,28,0,85,16,0,0,183,74,945,0
133214,Filipestii De Targ,PH,0,0,107,0,0,0,0,0,840,0
133278,Fantanele,PH,0,0,11,0,0,0,0,0,144,0
133330,Floresti,PH,0,0,55,0,0,0,0,0,611,0
133394,Fulga,PH,0,0,22,0,0,0,0,0,274,0
133429,Gherghita,PH,0,0,15,0,0,0,0,0,201,0
133508,Gorgota,PH,0,0,43,0,0,0,0,0,365,0
133562,Gornet,PH,0,0,19,0,0,0,0,0,195,0
133615,Gornet-Cricov,PH,0,0,23,0,0,0,0,0,165,0
133688,Gura Vadului,PH,0,0,12,0,0,0,0,0,183,0
133722,Iordacheanu,PH,0,0,47,0,0,0,0,0,511,0
133795,Izvoarele,PH,0,0,55,0,0,0,9,0,529,0
133866,Jugureni,PH,0,0,2,0,0,0,0,0,37,0
133919,Lapos,PH,0,0,9,0,0,0,0,0,98,0
133964,Lipanesti,PH,0,0,38,0,0,0,0,0,398,0
134014,Magurele,PH,0,0,43,0,0,0,0,0,359,0
134050,Magureni,PH,0,0,47,0,0,0,0,0,439,0
134096,Maneciu,PH,116,0,106,0,0,0,373,54,868,0
134194,Manesti,PH,0,0,41,0,0,0,0,0,350,0
134336,Pacureti,PH,0,0,16,0,0,0,0,0,155,0
134390,Plopu,PH,0,0,15,0,0,0,0,0,196,0
134443,Podenii Noi,PH,0,0,65,0,0,0,0,0,444,0
134559,Poienarii Burchii,PH,0,0,39,0,0,0,0,0,362,0
134648,Posesti,PH,0,0,49,0,0,0,0,0,342,0
134755,Predeal-Sarari,PH,0,0,26,0,0,0,0,0,181,0
134853,Provita De Jos,PH,0,0,8,0,0,0,0,0,163,0
134899,Provita De Sus,PH,0,0,12,0,0,0,0,0,134,0
134942,Puchenii Mari,PH,0,0,71,0,0,0,0,0,569,0
135020,Rafov,PH,0,0,27,0,0,0,0,0,403,0
135128,Salcia,PH,0,0,15,0,0,0,0,0,100,0
135146,Salciile,PH,0,0,18,0,0,0,0,0,134,0
135164,Scorteni,PH,0,0,28,0,0,0,0,0,379,0
135226,Secaria,PH,0,0,16,0,0,0,0,0,92,0
135244,Sangeru,PH,15,0,47,0,0,0,11,65,632,0
135315,Starchiojd,PH,14,0,38,0,0,0,15,55,338,0
135404,Surani,PH,0,0,20,0,0,0,0,0,162,0
135431,Sirna,PH,0,0,42,0,0,0,0,0,329,0
135501,Soimari,PH,0,0,35,0,0,0,0,0,265,0
135547,Sotrile,PH,0,0,15,0,0,0,0,0,216,0
135618,Stefesti,PH,0,0,20,0,0,0,0,0,172,0
135654,Talea,PH,0,0,5,0,0,0,0,0,70,0
135681,Tataru,PH,0,0,9,0,0,0,0,0,73,0
135725,Teisani,PH,0,0,30,0,0,0,0,0,200,0
135789,Telega,PH,0,0,31,0,0,0,0,0,300,0
135850,Tinosu,PH,0,0,24,0,0,0,0,0,189,0
135896,Tomsani,PH,0,0,53,0,0,0,0,0,357,0
135949,Valea Calugareasca,PH,86,45,102,0,0,0,489,100,912,0
136107,Valea Doftanei,PH,29,0,55,0,0,0,110,42,471,0
136134,Varbilau,PH,0,0,36,0,0,0,0,0,456,0
136198,Valcanesti,PH,0,0,25,0,0,0,0,0,284,0
136241,Cocorastii Colt,PH,0,0,20,0,0,0,0,0,258,0
136250,Olari,PH,0,0,20,0,0,0,0,0,181,0
136269,Vadu Sapat,PH,0,0,16,0,0,0,0,0,131,0
136278,Batrani,PH,0,0,20,0,0,0,0,0,171,0
136483,Municipiul Satu Mare,SM,1522,451,1030,123,0,155,6445,1067,9491,1168
136526,Municipiul Carei,SM,326,41,209,52,31,0,1453,464,2081,0
136553,Capleni,SM,0,0,17,0,0,0,0,0,206,0
136599,Oras Negresti-Oas,SM,209,0,133,12,0,0,764,136,1244,0
136642,Oras Tasnad,SM,89,0,94,12,0,0,298,77,773,0
136713,Acas,SM,0,0,16,0,0,0,0,0,306,0
136768,Andrid,SM,0,0,32,0,0,0,0,0,269,0
136802,Apa,SM,0,0,35,0,0,0,0,0,263,0
136848,Oras Ardud,SM,13,0,62,0,0,0,56,74,591,0
136919,Batarci,SM,0,0,19,0,0,0,0,0,215,0
136964,Beltiug,SM,0,0,30,0,0,0,0,0,331,0
137032,Berveni,SM,0,0,22,0,0,0,0,0,266,0
137069,Bixad,SM,0,0,21,0,0,0,0,0,225,0
137103,Barsau,SM,0,0,30,0,0,0,0,0,157,0
137130,Bogdand,SM,0,0,32,0,0,0,0,0,233,0
137185,Botiz,SM,0,0,34,0,0,0,0,0,302,0
137229,Calinesti-Oas,SM,0,0,32,0,0,0,0,0,310,0
137274,Camarzana,SM,0,0,17,0,0,0,0,0,89,0
137292,Cauas,SM,0,0,20,0,0,0,0,0,189,0
137363,Cehal,SM,0,0,10,0,0,0,0,0,98,0
137407,Certeze,SM,0,0,16,0,0,0,0,0,103,0
137443,Craidorolt,SM,0,0,22,0,0,0,0,0,248,0
137504,Crucisor,SM,0,0,30,0,0,0,0,0,209,0
137540,Culciu,SM,0,0,50,0,0,0,0,0,372,0
137611,Doba,SM,0,0,28,0,0,0,0,0,270,0
137675,Dorolt,SM,0,0,19,0,0,0,0,0,329,0
137728,Foieni,SM,0,0,15,0,0,0,0,0,133,0
137746,Gherta Mica,SM,0,0,16,0,0,0,0,0,274,0
137764,Halmeu,SM,0,0,52,0,0,0,0,0,498,0
137844,Hodod,SM,0,0,23,0,0,0,0,0,336,0
137899,Homoroade,SM,0,0,12,0,0,0,0,0,143,0
137960,Lazuri,SM,0,0,41,6,0,0,19,0,428,0
138039,Oras Livada,SM,59,11,74,0,0,0,325,64,794,0
138084,Mediesu Aurit,SM,0,0,56,0,0,0,0,0,546,0
138164,Micula,SM,0,0,28,0,0,0,0,0,377,0
138208,Moftin,SM,0,0,44,0,0,0,0,0,459,0
138280,Odoreu,SM,0,0,32,0,0,0,0,0,358,0
138351,Orasu Nou,SM,0,0,24,0,0,0,0,0,232,0
138431,Paulesti,SM,0,0,33,0,0,0,0,0,387,0
138501,Petresti,SM,0,0,9,0,0,0,0,0,81,0
138538,Pir,SM,0,0,21,0,0,0,0,0,165,0
138574,Piscolt,SM,0,0,24,0,0,0,0,0,347,0
138618,Pomi,SM,0,0,21,0,0,0,0,0,217,0
138663,Sanislau,SM,0,0,48,0,0,0,0,0,302,0
138734,Santau,SM,0,0,18,0,0,0,0,0,248,0
138770,Sacaseni,SM,0,0,8,0,0,0,0,0,104,0
138805,Sauca,SM,0,0,18,0,0,0,0,0,154,0
138869,Socond,SM,0,0,24,0,0,0,0,0,357,0
138921,Supur,SM,14,0,61,17,0,0,16,76,459,0
139009,Tarna Mare,SM,5,0,25,0,0,0,66,0,349,0
139054,Terebesti,SM,0,0,19,0,0,0,0,0,201,0
139107,Tiream,SM,0,0,13,0,0,0,0,0,205,0
139143,Tarsolt,SM,0,0,11,0,0,0,0,0,64,0
139170,Turt,SM,51,0,74,20,0,0,172,80,536,0
139214,Turulung,SM,0,0,33,0,0,0,0,0,398,0
139250,Urziceni,SM,0,0,3,0,0,0,0,0,68,0
139287,Valea Vinului,SM,0,0,16,0,0,0,0,0,153,0
139330,Vama,SM,0,0,23,0,0,0,0,0,248,0
139358,Vetis,SM,0,0,35,0,0,0,0,0,406,0
139394,Viile Satu Mare,SM,0,0,28,0,0,0,0,0,350,0
139704,Municipiul Zalau,SJ,1065,188,624,47,0,92,4104,398,5569,378
139740,Oras Cehu Silvaniei,SJ,110,0,89,0,0,0,399,119,702,0
139811,Oras Jibou,SJ,180,0,119,0,0,0,708,95,981,0
139884,Oras Simleu Silvaniei,SJ,339,0,217,22,0,0,1374,217,1705,0
139937,Agrij,SJ,0,0,16,0,0,0,0,0,141,0
139982,Almasu,SJ,0,0,25,0,0,0,0,0,177,0
140084,Babeni,SJ,0,0,16,0,0,0,0,0,110,0
140146,Balan,SJ,0,0,42,0,0,0,0,0,284,0
140208,Banisor,SJ,0,0,21,0,0,0,0,0,102,0
140244,Benesat,SJ,0,0,9,0,0,0,0,0,73,0
140280,Bobota,SJ,0,0,34,0,0,0,0,0,350,0
140324,Bocsa,SJ,0,0,32,0,0,0,0,0,297,0
140379,Buciumi,SJ,0,0,19,0,0,0,0,0,202,0
140440,Camar,SJ,0,0,12,0,0,0,0,0,151,0
140477,Carastelec,SJ,0,0,6,0,0,0,0,0,88,0
140501,Chiesd,SJ,0,0,19,0,0,0,0,0,270,0
140547,Cizer,SJ,0,0,22,0,0,0,0,0,177,0
140583,Coseiu,SJ,0,0,12,0,0,0,0,0,80,0
140627,Crasna,SJ,57,0,56,18,0,0,196,72,610,0
140672,Creaca,SJ,0,0,27,0,0,0,0,0,191,0
140770,Cristolt,SJ,0,0,9,0,0,0,0,0,58,0
140823,Criseni,SJ,0,0,6,0,0,0,0,0,132,0
140869,Cuzaplac,SJ,0,0,13,0,0,0,0,0,133,0
140958,Dobrin,SJ,0,0,9,0,0,0,0,0,99,0
141027,Dragu,SJ,0,0,9,0,0,0,0,0,177,0
141081,Fildu De Jos,SJ,0,0,8,0,0,0,0,0,133,0
141134,Galgau,SJ,14,0,25,0,0,0,97,0,195,0
141232,Garbou,SJ,0,0,27,0,0,0,0,0,150,0
141312,Halmasd,SJ,0,0,18,0,0,0,0,0,198,0
141376,Hereclean,SJ,0,0,23,0,0,0,0,0,208,0
141447,Hida,SJ,40,0,20,10,0,0,73,31,242,0
141535,Horoatu Crasnei,SJ,0,0,22,0,0,0,0,0,225,0
141580,Ileanda,SJ,19,0,24,0,0,0,103,11,253,0
141722,Ip,SJ,0,0,44,0,0,0,0,0,330,0
141786,Letca,SJ,0,0,6,0,0,0,0,0,123,0
141884,Lozna,SJ,0,0,11,0,0,0,0,0,66,0
141946,Marca,SJ,0,0,13,0,0,0,0,0,182,0
142006,Maeriste,SJ,0,0,22,0,0,0,0,0,159,0
142079,Mesesenii De Jos,SJ,0,0,15,0,0,0,0,0,159,0
142122,Mirsid,SJ,0,0,17,0,0,0,0,0,185,0
142177,Napradea,SJ,0,0,34,0,0,0,0,0,251,0
142239,Nusfalau,SJ,25,0,46,12,0,0,97,117,397,0
142284,Pericei,SJ,0,0,33,0,0,0,0,0,293,0
142337,Plopis,SJ,0,0,23,0,0,0,0,0,260,0
142373,Poiana Blenchii,SJ,0,0,17,0,0,0,0,0,117,0
142426,Romanasi,SJ,0,0,42,0,0,0,0,0,283,0
142499,Rus,SJ,0,0,10,0,0,0,0,0,85,0
142550,Salatig,SJ,0,0,23,0,0,0,0,0,184,0
142612,Sag,SJ,18,0,37,0,0,0,8,56,396,0
142676,Sanmihaiu Almasului,SJ,0,0,11,0,0,0,0,0,142,0
142710,Somes-Odorhei,SJ,0,0,23,0,0,0,8,0,243,0
142774,Surduc,SJ,20,0,28,0,0,0,129,68,225,0
142854,Samsud,SJ,0,0,24,0,0,0,0,0,223,0
142881,Sarmasag,SJ,45,0,54,19,0,0,141,102,532,0
142952,Valcau De Jos,SJ,0,0,28,0,0,0,0,0,336,0
143021,Varsolt,SJ,0,0,19,0,0,0,0,0,155,0
143067,Zalha,SJ,0,0,5,0,0,0,0,0,58,0
143147,Zimbor,SJ,0,0,5,0,0,0,0,0,88,0
143450,Municipiul Sibiu,SB,1696,408,1182,159,0,3902,7816,1145,12878,16322
143487,Cristian,SB,0,0,25,0,0,0,0,0,330,0
143502,Poplaca,SB,0,0,14,0,0,0,0,0,168,0
143520,Rasinari,SB,0,0,55,0,0,0,0,0,526,0
143557,Selimbar,SB,0,0,25,0,0,0,0,0,332,0
143619,Municipiul Medias,SB,452,49,431,93,0,0,2068,459,3734,0
143646,Tarnava,SB,16,0,15,10,0,0,30,91,252,0
143682,Oras Agnita,SB,64,0,74,16,0,0,268,71,785,0
143735,Oras Cisnadie,SB,81,0,111,0,0,0,288,29,1109,0
143771,Oras Copsa Mica,SB,40,0,46,8,0,0,133,86,508,0
143806,Oras Dumbraveni,SB,35,0,59,13,0,0,184,121,880,0
143851,Oras Ocna Sibiului,SB,0,0,36,0,0,0,0,0,302,0
143888,Altina,SB,0,0,11,0,0,0,0,0,214,0
143922,Apoldu De Jos,SB,0,0,11,0,0,0,0,0,98,0
143959,Arpasu De Jos,SB,0,0,33,0,0,0,0,0,237,0
143995,Atel,SB,0,0,10,0,0,0,0,0,123,0
144054,Oras Avrig,SB,82,0,108,9,0,0,241,28,1227,0
144116,Axente Sever,SB,0,0,26,0,0,0,0,0,307,0
144152,Bazna,SB,0,0,32,0,0,0,0,0,437,0
144198,Biertan,SB,0,0,23,0,0,0,0,0,239,0
144232,Barghis,SB,0,0,14,0,0,0,0,0,161,0
144303,Blajel,SB,0,0,9,0,0,0,0,0,183,0
144349,Brateiu,SB,0,0,36,0,0,0,0,0,433,0
144376,Bradeni,SB,0,0,12,0,0,0,0,0,192,0
144410,Bruiu,SB,0,0,5,0,0,0,0,0,89,0
144456,Chirpar,SB,0,0,14,0,0,0,0,0,163,0
144508,Carta,SB,0,0,11,0,0,0,0,0,107,0
144535,Cartisoara,SB,0,0,9,0,0,0,0,0,118,0
144553,Darlos,SB,0,0,24,0,0,0,0,0,205,0
144599,Gura Raului,SB,0,0,54,0,0,0,0,0,398,0
144615,Hoghilag,SB,0,0,22,0,0,0,0,0,305,0
144651,Iacobeni,SB,9,0,42,24,0,0,83,139,394,0
144713,Jina,SB,0,0,33,0,0,0,0,0,467,0
144731,Laslea,SB,0,0,28,0,0,0,0,0,326,0
144795,Loamnes,SB,0,0,31,0,0,0,0,0,242,0
144866,Ludos,SB,0,0,2,0,0,0,0,0,53,0
144893,Marpod,SB,0,0,8,0,0,0,0,0,113,0
144928,Oras Miercurea Sibiului,SB,14,0,43,0,0,0,84,47,435,0
144964,Merghindeal,SB,0,0,7,0,0,0,0,0,134,0
144991,Micasasa,SB,0,0,17,0,0,0,0,0,132,0
145042,Mihaileni,SB,0,0,11,0,0,0,0,0,150,0
145104,Mosna,SB,0,0,37,0,0,0,0,0,357,0
145140,Nocrich,SB,0,0,30,0,0,0,0,0,440,0
145202,Orlat,SB,0,0,33,0,0,0,0,0,377,0
145220,Pauca,SB,0,0,28,0,0,0,0,0,181,0
145275,Poiana Sibiului,SB,0,0,30,0,0,0,0,0,271,0
145293,Porumbacu De Jos,SB,0,0,26,0,0,0,0,0,281,0
145355,Racovita,SB,0,0,31,0,0,0,0,0,271,0
145382,Rau Sadului,SB,0,0,4,0,0,0,0,0,63,0
145408,Rosia,SB,0,0,85,0,0,0,0,0,737,0
145471,Sadu,SB,0,0,12,0,0,0,0,0,198,0
145499,Oras Saliste,SB,38,0,45,14,0,0,94,23,502,0
145603,Slimnic,SB,0,0,24,0,0,0,0,0,253,0
145667,Seica Mare,SB,0,0,43,0,0,0,0,0,461,0
145738,Seica Mica,SB,0,0,19,0,0,0,0,0,143,0
145765,Sura Mare,SB,0,0,21,0,0,0,0,0,276,0
145792,Sura Mica,SB,0,0,17,0,0,0,0,0,223,0
145827,Oras Talmaciu,SB,23,0,58,23,0,0,90,66,656,0
145907,Tilisca,SB,0,0,25,0,0,0,0,0,144,0
145934,Turnu Rosu,SB,0,0,46,0,0,0,0,43,303,0
145961,Valea Viilor,SB,0,0,12,0,0,0,0,0,128,0
145998,Vurpar,SB,0,0,28,0,0,0,0,0,386,0
146012,Alma,SB,0,0,15,0,0,0,0,0,144,0
146021,Boita,SB,0,0,16,0,0,0,0,0,134,0
146263,Municipiul Suceava,SV,2076,634,1060,160,46,2253,8903,1134,9833,7755
146281,Ipotesti,SV,0,0,35,0,0,0,0,0,444,0
146325,Mitocu Dragomirnei,SV,0,0,49,0,0,0,0,0,510,0
146370,Oras Salcea,SV,0,0,139,0,0,0,0,0,1143,0
146432,Scheia,SV,0,0,48,0,0,0,0,0,559,0
146502,Municipiul Campulung Moldovenesc,SV,578,205,205,58,0,0,2382,253,1507,0
146539,Municipiul Falticeni,SV,805,115,288,72,0,0,3766,339,2394,0
146584,Oras Gura Humorului,SV,340,12,220,71,0,0,1460,386,1830,0
146628,Municipiul Radauti,SV,690,0,257,84,0,0,3165,350,2737,0
146655,Oras Siret,SV,214,67,108,80,21,0,999,197,717,0
146708,Oras Solca,SV,88,0,35,15,0,0,285,34,240,0
146744,Municipiul Vatra Dornei,SV,214,77,152,34,0,45,995,170,1221,99
146799,Adancata,SV,0,0,41,0,0,0,0,0,329,0
146860,Arbore,SV,0,0,54,0,0,0,0,0,746,0
146904,Baia,SV,0,0,108,0,0,0,0,0,777,0
146931,Oras Milisauti,SV,0,0,57,0,0,0,0,0,445,0
146995,Balcauti,SV,0,0,42,0,0,0,0,0,216,0
147036,Bilca,SV,0,0,30,0,0,0,0,0,255,0
147054,Bogdanesti,SV,0,0,65,0,0,0,0,0,400,0
147072,Boroaia,SV,0,0,51,0,0,0,0,0,419,0
147134,Bosanci,SV,0,0,79,0,0,0,0,0,630,0
147161,Botosana,SV,0,0,36,0,0,0,0,0,177,0
147205,Breaza,SV,0,0,19,0,0,0,0,0,125,0
147241,Brodina,SV,0,0,62,0,0,0,0,0,455,0
147358,Oras Brosteni,SV,20,0,61,23,0,0,160,0,503,0
147465,Bunesti,SV,0,0,28,0,0,0,0,0,175,0
147526,Cacica,SV,0,0,49,0,0,0,0,0,543,0
147580,Calafindesti,SV,0,0,29,0,0,0,0,0,307,0
147633,Oras Cajvana,SV,62,55,126,75,0,0,309,205,980,0
147660,Ilisesti,SV,0,0,39,0,0,0,0,0,276,0
147713,Carlibaba,SV,0,0,23,0,0,0,0,0,149,0
147786,Cornu Luncii,SV,0,0,90,0,0,0,0,0,642,0
147884,Crucea,SV,0,0,21,0,0,0,0,0,140,0
147937,Darmanesti,SV,0,0,57,0,0,0,0,0,426,0
148006,Oras Dolhasca,SV,95,0,157,0,0,0,467,0,1121,0
148097,Dolhesti,SV,0,0,53,0,0,0,0,0,370,0
148131,Dorna-Arini,SV,0,0,13,0,0,0,0,0,135,0
148202,Dorna Candrenilor,SV,52,0,34,0,0,0,168,0,233,0
148293,Dornesti,SV,0,0,36,0,0,0,0,0,352,0
148328,Dragoiesti,SV,0,0,17,0,0,0,0,0,194,0
148382,Draguseni,SV,0,0,20,0,0,0,0,0,226,0
148426,Dumbraveni,SV,153,0,117,37,0,0,521,132,1099,0
