Siruta,X_c1,X_c2
38982,-0.09182881879243021,-0.0004966582597919797
39051,-0.1570232781022417,-0.0004964695480772606
39122,-0.11298842400701817,-0.0004965970112530003
39168,-0.04452607199997302,-0.0004967951822015286
39220,-0.17054418413704597,-0.0004964304104973305
39266,-0.1365172514271005,-0.0004965289047694921
39328,-0.05772018876505391,-0.0004967569905449846
39391,-0.0734469223704909,-0.000496711467982221
39417,-0.01053998794874296,-0.0004968935582332707
39532,-0.16752138339210484,-0.0004964391602886166
39612,-0.2011398295148961,-0.0004963418484206881
39658,-0.2031005651332363,-0.0004963361728803921
39694,-0.1443601939004613,-0.0004965062026083222
39738,-0.08141241081999794,-0.0004966884110997838
39792,-0.16282378763983146,-0.0004964527579372289
39836,-0.10367492981990223,-0.0004966239700693862
