Siruta,Y_c1,Y_c2
38456,-0.10457464480211343,-5.2856768425942374e-05
38492,-0.09548654776935053,-5.286146443728241e-05
38544,-0.10433099608809833,-5.285689432437446e-05
38580,-0.08620353176537557,-5.286626116737905e-05
38633,-0.08096508441405113,-5.286896798358924e-05
38679,-0.10299092816101534,-5.2857586765724244e-05
38731,-0.11946158122843548,-5.2849076032014535e-05
38811,-0.08664209945060275,-5.286603455023157e-05
38848,-0.11848698637237512,-5.284957962572985e-05
38893,-0.1013097520343112,-5.2858455464857074e-05
38982,-0.05477284765742886,-5.288250206455716e-05
39051,-0.09365918241423736,-5.2862408675510245e-05
39122,-0.06739385104341057,-5.2875980526018714e-05
39168,-0.026558326574481345,-5.28970811024891e-05
39220,-0.10172395484813687,-5.285824143754713e-05
39266,-0.08142801697067979,-5.28687287765626e-05
39328,-0.03442818003716877,-5.289301458326872e-05
39391,-0.04380865552674977,-5.2888167493800506e-05
39417,-0.006286753568425775,-5.290755585166255e-05
39532,-0.0999209543644252,-5.285917308592355e-05
39612,-0.11997324352786716,-5.284881164531241e-05
39658,-0.12114275735513962,-5.284820733286825e-05
39694,-0.08610607227976953,-5.286631152675777e-05
39738,-0.04855980545004404,-5.2885712474461637e-05
39792,-0.09711899415325165,-5.286062091783894e-05
39836,-0.06183866036386649,-5.287885101015361e-05
39872,0.02363330851262737,-5.292301617859333e-05
39942,-0.119485946099837,-5.2849063442163125e-05
39959,-0.13517692328240882,-5.2840955583398253e-05
39967,-0.11880372970059475,-5.284941595777087e-05
39975,-0.09334243908601775,-5.286257234346964e-05
39983,-0.11885245944339774,-5.2849390778081506e-05
40035,-0.13420232842634847,-5.2841459177126604e-05
40198,6.91908683411091,-5.64860424007456e-05
40214,-0.024341123276944,-5.289822677816843e-05
40241,0.46568517035020673,-5.315143369587927e-05
40278,0.8043568828311831,-5.332643251038423e-05
40303,-0.043857385269552795,-5.288814231413196e-05
40367,0.2616293723625681,-5.304599376275177e-05
40394,-0.01968743283925577,-5.2900631438139194e-05
40438,0.7085785733518508,-5.32769418383923e-05
40465,0.04546423328837952,-5.2934296677697944e-05
40492,0.47889093064982474,-5.315825739067345e-05
40526,-0.08349903103980807,-5.2867658639943895e-05
40544,-0.1283547592899863,-5.284448073940377e-05
40606,-0.055065226114246975,-5.288235098645652e-05
40633,-0.04061685737315208,-5.2889816763201975e-05
40688,-0.0575748078686024,-5.2881054232634826e-05
40704,-0.10452591505931041,-5.2856793605631735e-05
40768,-0.1026010902185912,-5.285778820321053e-05
40820,-0.12133767632635169,-5.284810661413898e-05
40857,-0.0951210746983279,-5.286165328493075e-05
40900,-0.04780449443659726,-5.288610275959606e-05
40928,-0.04329699322731808,-5.288843188050263e-05
40955,0.010646832055623024,-5.2916305792403294e-05
40991,-0.15086790046498072,-5.283284772468805e-05
41033,-0.05289675255951267,-5.288347148246047e-05
41088,-0.01885902721160446,-5.290105949279011e-05
41113,-0.1149540800191563,-5.2851405152928045e-05
41177,-0.04268787144228035,-5.288874662657633e-05
41248,-0.1068893075852568,-5.2855572390877705e-05
41284,-0.10335640123203797,-5.2857397918075896e-05
41346,-0.1259182721498354,-5.28457397236847e-05
41382,-0.09175872244491964,-5.286339068323763e-05
41417,-0.09782557542389542,-5.2860255812407544e-05
41471,-0.05616164532731489,-5.28817844435321e-05
41541,-0.11853571611517814,-5.2849554446054364e-05
41578,-0.11595303974661818,-5.28508889693752e-05
41621,-0.08790907276348121,-5.286537987840869e-05
41667,0.06439573836735209,-5.2944078985533046e-05
41701,-0.08471727460988353,-5.286702914779649e-05
41738,-0.0908572222030638,-5.286385650741175e-05
41818,-0.09875144053715276,-5.2859777398367715e-05
41854,-0.08067270595723301,-5.286911906171069e-05
41925,-0.029628300371071486,-5.289549478230021e-05
41943,-0.11753675638771627,-5.285007062959334e-05
42003,0.05652588490466464,-5.294001246632675e-05
42058,-0.061375727807237816,-5.287909021715965e-05
42076,-0.14377772288714158,-5.283651136895015e-05
42101,-0.11249322800760389,-5.285267672704692e-05
42156,-0.11434495823411857,-5.285171989898114e-05
42183,-0.0835721256540126,-5.2867620870417e-05
42236,-0.11587994513241365,-5.285092673891597e-05
42307,-0.0931962498576087,-5.2862647882509546e-05
42398,-0.04799941340780934,-5.288600204086006e-05
42449,-0.13110798975835683,-5.284305808716428e-05
42456,-0.10201633330495498,-5.285809035942568e-05
42464,-0.13278916588506096,-5.2842189388031035e-05
42472,-0.13520128815381036,-5.284094299358806e-05
42480,-0.14314423623070233,-5.2836838704841194e-05
42498,-0.12070418966991243,-5.28484339500296e-05
42682,4.963659714911398,-5.547563197979033e-05
42708,-0.028848624486223187,-5.2895897657258496e-05
42753,-0.0706831086826143,-5.2874280897239146e-05
42771,-0.13298408485627303,-5.2842088669260546e-05
42824,-0.0921729252587453,-5.286317665589993e-05
42842,-0.09402465548526,-5.28622198278619e-05
42913,-0.10430663121669684,-5.285690691421241e-05
42968,-0.10591471272919643,-5.2856075984606475e-05
43019,-0.09475560162730526,-5.286184213257909e-05
43073,-0.0789915298305289,-5.286998776084352e-05
43117,-0.13546930173922694,-5.2840804505290676e-05
43180,-0.09283077678658605,-5.2862836730157894e-05
43242,-0.12521169087919162,-5.284610482911609e-05
43279,-0.11570939103260308,-5.285101486779383e-05
43313,-0.0867882886790118,-5.286595901116391e-05
43331,0.10018773445616891,-5.296257346457067e-05
43411,0.0037759383203974668,-5.2912755456735814e-05
43466,-0.09136888450249551,-5.286359212073738e-05
43493,-0.09950675155059954,-5.2859387113233494e-05
43563,-0.08513147742370918,-5.2866815120472664e-05
43625,-0.08912731633355667,-5.286475038626129e-05
43652,-0.06715020232939548,-5.2876106424437344e-05
43698,-0.1427787631596797,-5.2837027552489535e-05
43732,-0.12050927069870038,-5.284853466877275e-05
43787,-0.1251629611363886,-5.2846130008805454e-05
43812,-0.10357568507465156,-5.285728460949522e-05
43867,-0.10659692912843868,-5.2855723468999154e-05
43929,-0.136955558894719,-5.2840036524887114e-05
43992,-0.12428582576593429,-5.284658324315592e-05
44060,-0.08564313972314087,-5.2866550733784415e-05
44113,-0.110105470610256,-5.285391053162461e-05
44140,-0.055942361484701296,-5.288189775211278e-05
44177,-0.07974684084397568,-5.286959747573664e-05
44202,-0.08744614020685254,-5.2865619085407995e-05
44257,-0.116805810245671,-5.285044832487614e-05
44300,-0.04288279041349243,-5.2888645907833396e-05
44328,-0.0774078131894308,-5.287080610062539e-05
44355,-0.10925270011120317,-5.285435117612367e-05
44391,-0.06944050024113733,-5.287492297922408e-05
44435,-0.07947882725855906,-5.2869735963992804e-05
44462,-0.1096181731822258,-5.2854162328489205e-05
44505,-0.011549565791151734,-5.290483644562074e-05
44532,-0.09156380347370757,-5.286349140198036e-05
44560,-0.0864959102221937,-5.2866110089285356e-05
44818,3.1353928595563603,-5.4530927947313704e-05
44845,0.8253837668506855,-5.333729754462866e-05
44863,-0.11108006546631634,-5.2853406937923175e-05
44934,-0.10937452446821071,-5.285428822692129e-05
44989,-0.13001157054528892,-5.284362463009543e-05
45003,-0.06200921446367706,-5.2878762881262086e-05
45101,0.04334448947644824,-5.293320136136927e-05
45245,-0.10252799560438668,-5.285782597273742e-05
45334,-0.14475231774320194,-5.2836007775248714e-05
45361,-0.1147104313051412,-5.2851531051346675e-05
45389,-0.14355843904452797,-5.283662467751695e-05
45496,-0.1095938083108243,-5.2854174918326736e-05
45539,-0.10976436241063486,-5.285408678943542e-05
45619,-0.10384369866006816,-5.285714612122518e-05
45673,-0.09536472341234299,-5.286152738651212e-05
45753,-0.0546022935576183,-5.288259019346256e-05
45815,-0.08064834108583152,-5.286913165154864e-05
45888,-0.15025877867994297,-5.28331624707689e-05
45959,-0.10908214601139261,-5.285443930502886e-05
46019,-0.07925954341594549,-5.286984927257348e-05
46108,-0.15617944243050969,-5.28301031389926e-05
46180,-0.08598424792276199,-5.2866374475973605e-05
46251,-0.12421273115172973,-5.284662101266894e-05
46313,-0.05365206357295945,-5.2883081197332984e-05
46377,-0.03589007232125931,-5.28922591927031e-05
46439,-0.14448430415778532,-5.283614626349142e-05
46484,-0.0492663867206878,-5.288534736901657e-05
46554,-0.12102093299813207,-5.28482702820845e-05
46769,-0.06605378311632756,-5.287667296736155e-05
46803,-0.08693447790742084,-5.286588347211012e-05
46830,-0.1144180528483231,-5.2851682129468124e-05
46867,-0.06673599951556981,-5.287632045174729e-05
46910,-0.07865042163090775,-5.2870164018626575e-05
47006,-0.03800981613319062,-5.289116387639504e-05
47079,-0.08539949100912578,-5.28666766322165e-05
47159,-0.1318633007718036,-5.28426678020574e-05
47186,-0.0736799878649999,-5.2872732346566736e-05
47300,-0.10043261666385687,-5.285890869920754e-05
47337,-0.11753675638771627,-5.285007062959334e-05
47373,0.04519621970296291,-5.293415818944199e-05
47417,-0.15423025271838897,-5.283111032639547e-05
47453,-0.00497105051274428,-5.290823570316844e-05
47578,-0.11841389175817062,-5.284961739527062e-05
47630,-0.10969126779643033,-5.285412455896231e-05
47774,-0.1069136724566583,-5.285555980103975e-05
47818,-0.14813903486801167,-5.2834257787090424e-05
47854,-0.12662485342047916,-5.284537461822596e-05
47916,0.10318461363855455,-5.2964122015215324e-05
48021,-0.14918672433827657,-5.283371642384822e-05
48138,-0.06992779766916751,-5.287467118235948e-05
48165,-0.16024837595456168,-5.282800063521269e-05
48227,-0.11110443033771789,-5.285339434809952e-05
48325,0.018857793717931615,-5.2920548569385705e-05
48487,-0.08968770837579138,-5.286446081987021e-05
48557,-0.03250335519644954,-5.2894009180840575e-05
48682,-0.0918805468019272,-5.286332773402138e-05
48744,0.014033549180432807,-5.2918055780525256e-05
48771,-0.02027218975289199,-5.290032928191701e-05
48842,-0.07526370450609798,-5.2871914006784865e-05
48922,-0.1379545186221809,-5.283952034137549e-05
48968,-0.05070391413337685,-5.28846045683091e-05
49019,-0.14333915520191437,-5.2836737986111505e-05
49046,-0.07657940756177949,-5.28712341552865e-05
49073,-0.05362769870155794,-5.2883093787177665e-05
49153,-0.08722685636423898,-5.286573239400255e-05
49206,-0.08647154535079217,-5.286612267912289e-05
49233,-0.13678500479490843,-5.2840124653805773e-05
49313,-0.10121229254870517,-5.2858505824235377e-05
49439,-0.11341909312086124,-5.285219831302097e-05
49484,-0.09122269527408643,-5.286366765977729e-05
49545,-0.008309037894751035,-5.290651089471922e-05
49625,-0.0937810067712449,-5.286234572628053e-05
49643,-0.05789155119682202,-5.288089056468951e-05
49769,-0.06364166084757816,-5.287791936179107e-05
49849,-0.059475267837920114,-5.288007222490765e-05
49894,-0.09309879037200265,-5.286269824190173e-05
49956,0.06668603627909392,-5.294526243077407e-05
50022,-0.03157749008319221,-5.2894487594876935e-05
50068,-0.15181813044963957,-5.283235672082457e-05
50102,0.05175037010996888,-5.2937544857115654e-05
50228,-0.09728954825306221,-5.286053278891987e-05
50326,-0.08379140949662617,-5.286750756180856e-05
50399,-0.13359320664131075,-5.284177392320745e-05
50415,-0.04631823728110521,-5.288687073999962e-05
50479,-0.0621310388206846,-5.287869993204604e-05
50549,-0.1138820256774899,-5.2851959105993904e-05
50564,-0.13707738325172655,-5.28399735756982e-05
50790,1.9890500249867593,-5.3938588435319884e-05
50889,0.057646668989134064,-5.294059159908176e-05
50923,-0.04410103398356789,-5.2888016415699874e-05
50969,0.29683661153774876,-5.3064186085546487e-05
50987,-0.15235415762047277,-5.2832079744312246e-05
51010,0.5737921047587026,-5.320729482828715e-05
51056,0.16039333168929787,-5.299368296603752e-05
51118,0.1555447222803976,-5.299117758728586e-05
51207,0.13931771792699252,-5.298279275206334e-05
51243,-0.1107145923952937,-5.2853595785571516e-05
51305,-0.12740452930532745,-5.284497174325379e-05
51332,-0.10730351039908244,-5.285535836355388e-05
51387,-0.1393433162920669,-5.283880272029513e-05
51449,-0.10245490099018216,-5.2857863742278194e-05
51500,-0.07399673119321952,-5.287256867862121e-05
51546,-0.13610278839566617,-5.284047716939964e-05
51573,-0.09633931826840336,-5.286102379278335e-05
51626,-0.14185289804642232,-5.283750596651507e-05
51662,-0.16273359283751562,-5.282671647124282e-05
51699,-0.12043617608449585,-5.284857243829964e-05
51751,-0.10194323869075043,-5.285812812895257e-05
51804,-0.09748446722427428,-5.28604320701906e-05
51840,-0.1460436559274819,-5.283534051354708e-05
51877,-0.10204069817635647,-5.285807776958773e-05
51948,-0.13088870591574323,-5.284317139573108e-05
51984,-0.1441675608295657,-5.2836309931463855e-05
52035,-0.15342621196213915,-5.283152579120517e-05
52062,-0.142315830603051,-5.2837266759515765e-05
52115,-0.1269415967486988,-5.284521095029432e-05
52160,-0.09772811593828938,-5.2860306171758504e-05
52570,-0.12915880004623612,-5.284406527460795e-05
52650,-0.1227264739962377,-5.2847388993086376e-05
52696,-0.11758548613051928,-5.285004544990439e-05
52721,-0.13810070785058992,-5.28394448023217e-05
52758,-0.1382225322075975,-5.283938185307811e-05
52785,-0.12762381314794102,-5.284485843468699e-05
52856,-0.1265273939348731,-5.2845424977618146e-05
52909,-0.1347383555971817,-5.2841182200587365e-05
52936,-0.12435892038013881,-5.284654547361515e-05
52954,-0.15072171123657163,-5.283292326374184e-05
52990,-0.11985141917085962,-5.2848874594514784e-05
53023,-0.11775604023032984,-5.284995732101266e-05
53069,-0.14580000721346678,-5.2835466411979586e-05
53103,-0.12869586748960743,-5.2844304481607256e-05
53130,-0.11051967342408164,-5.285369650431466e-05
53167,-0.10508630710154511,-5.285650403924025e-05
53210,-0.1433147903305129,-5.28367505759217e-05
53247,-0.09831287285192561,-5.286000401554295e-05
53274,-0.06914812178431921,-5.287507405731778e-05
53327,-0.15303637401971498,-5.2831727228663705e-05
53345,-0.14360716878733099,-5.2836599497841886e-05
53372,-0.08632535612238312,-5.2866198218163215e-05
53425,-0.11022729496726354,-5.2853847582422234e-05
53489,-0.12180060888298033,-5.284786740709846e-05
53513,-0.10028642743544784,-5.2858984238275206e-05
53577,-0.10949634882521826,-5.285422527770504e-05
53639,-0.1309861654013493,-5.2843121036394e-05
53675,-0.11829206740116306,-5.2849680344472994e-05
53700,-0.13091307078714476,-5.284315880590701e-05
53728,-0.12260464963923015,-5.284745194228875e-05
53755,-0.13091307078714476,-5.284315880590701e-05
53791,-0.1334957471557047,-5.284182428255842e-05
53853,-0.11799968894434494,-5.2849831422580565e-05
54056,-0.0964367777540094,-5.2860973433418926e-05
54109,-0.1170738238310876,-5.2850309836606516e-05
54163,-0.14163361420380877,-5.283761927510963e-05
54270,-0.0709998520108339,-5.2874117229279746e-05
54305,-0.12124021684074564,-5.2848156973489945e-05
54350,-0.12930498927464515,-5.284398973552641e-05
54387,-0.1063532804144236,-5.285584936743124e-05
54412,-0.08518020716651221,-5.286678994079718e-05
54485,-0.15125773840740483,-5.283264628717484e-05
54500,-0.13537184225362092,-5.284085486469632e-05
54537,-0.13261861178525036,-5.284227751690889e-05
54573,-0.14151178984680118,-5.283768222432546e-05
54617,-0.06905066229871316,-5.287512441669608e-05
54699,-0.14884561613865543,-5.283389268163169e-05
54975,7.673447617573033,-5.6875836522320455e-05
55008,0.7798945519440679,-5.331379230825259e-05
55062,-0.09707026441044862,-5.2860646097500546e-05
55106,-0.1419503575320284,-5.2837455607164107e-05
55160,-0.08189094952730848,-5.286848956956329e-05
55259,1.2271117665187672,-5.354487887213583e-05
55277,-0.028799894743420172,-5.289592283694775e-05
55311,-0.12106966274093507,-5.284824510238126e-05
55357,0.519970103832769,-5.317948386559883e-05
55384,0.3963671112129134,-5.31156155932071e-05
55446,0.06468811682417018,-5.294423006364756e-05
55473,-0.0045812125703201395,-5.290843714065623e-05
55598,-0.14458176364339137,-5.2836095904112695e-05
55623,-0.14048846524793782,-5.283821099767504e-05
55687,0.12060549669063354,-5.2973123752802394e-05
55776,-0.13096180052994777,-5.2843133626218064e-05
55838,0.09348739482075391,-5.295911125780874e-05
55918,-0.11982705429945811,-5.284888718438007e-05
56014,-0.1376621401653628,-5.283967141948306e-05
56096,-0.13354447689850774,-5.2841799102883356e-05
56210,-0.05109375207580099,-5.288440313081628e-05
56265,-0.13634643710968128,-5.2840351270994885e-05
56327,-0.1388072891212337,-5.283907969686297e-05
56354,-0.11185974135116465,-5.2853004062964887e-05
56425,-0.11054403829548316,-5.285368391446325e-05
56461,-0.110105470610256,-5.285391053162461e-05
56522,-0.10228434689037158,-5.285795187116952e-05
56568,-0.09421957445647207,-5.286211910911876e-05
56666,-0.05340841485894435,-5.2883207095751404e-05
56773,-0.12438328525154031,-5.284653288377762e-05
56844,-0.07431347452143915,-5.2872405010676104e-05
56988,-0.09331807421461624,-5.286258493330718e-05
57083,-0.10835119986934734,-5.285481700032555e-05
57163,-0.13176584128619756,-5.284271816142141e-05
57225,-0.13439724739756057,-5.2841358458397755e-05
57314,-0.11351655260646726,-5.285214795364225e-05
57350,-0.06792987821424376,-5.287570354946518e-05
57449,-0.1363220722382798,-5.284036386083284e-05
57546,-0.1347870853399847,-5.284115702093922e-05
57582,-0.07823621881708212,-5.287037804599162e-05
57644,-0.10476956377332551,-5.2856667707213105e-05
57706,0.516193548765535,-5.317753243992649e-05
57742,-0.0704638248400007,-5.2874394205819824e-05
57831,-0.1321313143572202,-5.284252931377307e-05
57902,0.04207751616356974,-5.2932546689574355e-05
57948,-0.11351655260646726,-5.285214795364225e-05
58008,-0.0709998520108339,-5.2874117229279746e-05
58142,-0.06371475546178271,-5.287788159227112e-05
58204,-0.13210694948581872,-5.2842541903638777e-05
58259,-0.0647624449320476,-5.287734022902891e-05
58311,-0.05579617225629225,-5.2881973291173504e-05
58357,-0.11210339006517973,-5.28528781645328e-05
58393,-0.13468962585437863,-5.284120738026243e-05
58464,-0.1313516384723719,-5.284293218874565e-05
58534,-0.13171711154339458,-5.284274334109731e-05
58552,-0.076652502175984,-5.2871196385759606e-05
58623,-0.08871311351973102,-5.286496441358511e-05
58721,-0.09134451963109398,-5.286360471054758e-05
58794,-0.14260820905986912,-5.2837115681408194e-05
58856,-0.12777000237635008,-5.284478289561933e-05
58918,-0.13244805768543985,-5.28423656458145e-05
58990,-0.15318256324812404,-5.283165168960992e-05
59041,-0.046902994194741435,-5.288656858378427e-05
59130,-0.13637080198108278,-5.284033868113001e-05
59238,-0.13359320664131075,-5.284177392320745e-05
59283,-0.13359320664131075,-5.284177392320745e-05
59327,-0.06824662154246337,-5.28755398815062e-05
59416,-0.11139680879453596,-5.2853243269964195e-05
59434,-0.13169274667199304,-5.284275593096218e-05
59498,-0.13627334249547676,-5.2840389040508734e-05
59586,-0.11461297181953517,-5.285158141072498e-05
59657,-0.12935371901744816,-5.2843964555851344e-05
59693,-0.05550379379947413,-5.2882124369274346e-05
59764,-0.11553883693279252,-5.2851102996699026e-05
59826,-0.1256258936930173,-5.2845890801806146e-05
59880,-0.10330767148923498,-5.2857423097779135e-05
59942,-0.12063109505570792,-5.2848471719556496e-05
60026,-0.1471644400119513,-5.283476138079186e-05
60062,-0.023829460977512318,-5.2898491164870664e-05
60099,-0.1366875453093024,-5.284017501321225e-05
60169,-0.11168918725135407,-5.2853092191842746e-05
60419,7.577401294508284,-5.682620736287073e-05
60455,0.0976781527018135,-5.296127671073509e-05
60482,0.8591047488703739,-5.335472188696514e-05
60507,0.845850258827953,-5.334787301260276e-05
60534,0.026776376923422066,-5.292464026828484e-05
60570,0.023389659798612277,-5.292289028016461e-05
60598,-0.029823219342283547,-5.2895394063543394e-05
60632,-0.01018513299266723,-5.290554147682019e-05
60687,0.2105849667764066,-5.3019618042165306e-05
60721,0.0033617355065718195,-5.29125414294021e-05
60776,0.3027085455455124,-5.306722023770156e-05
60801,0.10364754619518324,-5.2964361222200754e-05
60847,0.9533724363228125,-5.340343198879716e-05
60883,-0.11181101160836163,-5.285302924264037e-05
60945,-0.07843113778829418,-5.287027732722113e-05
61005,-0.09962857590760708,-5.285932416403112e-05
61069,-0.027800935015958306,-5.289643902050743e-05
61121,-0.03788799177618307,-5.289122682560435e-05
61167,-0.13500636918259828,-5.284104371234466e-05
61210,-0.0870806671358299,-5.286580793304246e-05
61256,-0.08398632846783825,-5.286740684309318e-05
61283,-0.09336680395741924,-5.2862559753617816e-05
61318,0.06144758892776947,-5.294255561457081e-05
61372,-0.03359977440951746,-5.28934426379231e-05
61452,-0.12080164915551847,-5.28483835906513e-05
61513,-0.016690553656870166,-5.29021799888115e-05
61559,-0.09068666810325325,-5.286394463631737e-05
61620,0.17644978194289235,-5.300197967245074e-05
61675,-0.1093257947254077,-5.2854313406596776e-05
61737,-0.08459545025287597,-5.286709209701274e-05
61808,-0.12759944827653952,-5.28448710245384e-05
61826,-0.10352695533184854,-5.28573097891707e-05
61871,-0.09548654776935053,-5.286146443728241e-05
61951,-0.11902301354320832,-5.284930264919019e-05
62020,-0.1069380373280598,-5.2855547211188344e-05
62057,-0.09117396553128344,-5.286369283946665e-05
62137,-0.10978872728203638,-5.285407419959747e-05
62191,0.08101258066318127,-5.295266525829654e-05
62253,-0.07923517854454397,-5.28698618624249e-05
62280,-0.03910623534625852,-5.289059733346389e-05
62360,0.113832062441014,-5.296962377651357e-05
62397,-0.02901917858603376,-5.289580952837044e-05
62440,-0.03593880206406234,-5.2892234013027625e-05
62486,-0.10428226634529532,-5.285691950406382e-05
62538,-0.04731719700856708,-5.288635455644678e-05
62609,-0.1251385962649871,-5.284614259865686e-05
62672,-0.08671519406480727,-5.28659967806908e-05
62707,-0.08315792284018694,-5.286783489772694e-05
62761,-0.032893193138873705,-5.289380774337531e-05
62798,-0.07492259630647688,-5.2872090264595675e-05
62823,-0.1374672211941507,-5.283977213821274e-05
62878,-0.11137244392313447,-5.2853255859815604e-05
62903,-0.11563629641839855,-5.28510526373346e-05
62949,-0.13298408485627303,-5.2842088669260546e-05
62985,-0.12906134056063004,-5.284411563394504e-05
63045,-0.12574771805002483,-5.2845827852576434e-05
63072,-0.019370689511036165,-5.2900795106105323e-05
63125,0.18870531225785148,-5.3008312363326744e-05
63152,0.08854132592624761,-5.295655551969224e-05
63161,-0.15630126678751724,-5.2830040189749004e-05
63170,-0.15174503583543503,-5.283239449036534e-05
63189,-0.12309194706726034,-5.2847200145438035e-05
63198,-0.1004813464066599,-5.285888351953206e-05
63278,-0.1414143303611952,-5.2837732583704185e-05
63286,-0.09273331730098001,-5.2862887089536196e-05
63294,-0.11765858074472381,-5.285000768036362e-05
63300,-0.06369039059038119,-5.287789418210865e-05
63318,-0.11436932310552006,-5.285170730914319e-05
63326,-0.14182853317502084,-5.283751855635302e-05
63334,-0.1302308543879025,-5.2843511321500876e-05
63394,1.4165973714083033,-5.364279007936637e-05
63447,0.05820706103136878,-5.294088116545937e-05
63526,0.10637641179215224,-5.296577128460313e-05
63553,-0.14536143952823966,-5.283569302914094e-05
63580,0.058255790774171805,-5.294090634514852e-05
63633,-0.07197444686689426,-5.2873613635550976e-05
63688,-0.051069387204399484,-5.288441572066769e-05
63740,0.3241496323788404,-5.307829929929633e-05
63777,-0.12928062440324364,-5.2844002325378237e-05
63802,-0.0559667263561028,-5.288188516226137e-05
63866,-0.09614439929719128,-5.2861124511540375e-05
63893,-0.10713295629927189,-5.2855446492459075e-05
63937,-0.08971207324719291,-5.286444823004614e-05
64005,-0.13352011202710623,-5.284181169274822e-05
64041,-0.04553856139625691,-5.288727361495791e-05
64096,-0.0797955705867787,-5.28695722960477e-05
64130,-0.08737304559264801,-5.286565685493489e-05
64194,-0.07170643328147766,-5.287375212383447e-05
64238,-0.13140036821517492,-5.284290700906975e-05
64265,-0.11651343178885287,-5.285059940298413e-05
64318,-0.04395484475515882,-5.288809195473978e-05
64345,-0.10486702325893153,-5.2856617347820925e-05
64390,-0.11329726876385368,-5.2852261262250686e-05
64425,-0.12092347351252603,-5.2848320641448925e-05
64461,-0.12297012271025279,-5.284726309465429e-05
64504,-0.14402137160115666,-5.2836385470545396e-05
64568,-0.14034227601952878,-5.283828653675658e-05
64602,-0.08262189566935374,-5.2868111874280486e-05
64639,-0.05657584814114053,-5.288157041619461e-05
64719,-0.1267954075202897,-5.284528648933423e-05
64773,-0.11397948516309593,-5.285190874662948e-05
64826,-0.055991091227504314,-5.288187257241669e-05
64871,-0.07504442066348443,-5.287202731537942e-05
64906,-0.11078768700949825,-5.2853558016044624e-05
64942,-0.047195372651559535,-5.288641750566282e-05
64997,-0.12491931242237352,-5.284625590723754e-05
65011,-0.03971535713129625,-5.289028258739019e-05
65048,-0.05133740078981608,-5.2884277232390924e-05
65099,-0.14187726291782385,-5.283749337667712e-05
65105,-0.13788142400797634,-5.2839558110888505e-05
65113,-0.13101053027275078,-5.284310844654217e-05
65121,-0.1256258936930173,-5.2845890801806146e-05
65139,-0.1248705826795705,-5.28462810869269e-05
65147,-0.14643349386990603,-5.283513907608855e-05
65154,-0.14185289804642232,-5.283750596651507e-05
65342,2.111191125322524,-5.400170131700389e-05
65379,-0.018664108240392396,-5.2901160211543556e-05
65413,-0.05331095537333831,-5.288325745512298e-05
65431,0.04378305716167538,-5.2933427978565533e-05
65477,0.005700763161116706,-5.2913750054292865e-05
65501,-0.06252087676310875,-5.287849849455996e-05
65609,0.016445671449182193,-5.2919302174975376e-05
65645,-0.11904737841460984,-5.284929005935224e-05
65681,0.20390899201239313,-5.301616842519969e-05
65707,-0.11590431000381515,-5.285091414906456e-05
65752,-0.03299065262447972,-5.289375738398639e-05
65841,0.33007029612940714,-5.308135863107346e-05
65869,-0.07355816350799235,-5.2872795295769105e-05
65921,0.20524905993947612,-5.301686086657639e-05
66009,-0.06449443134663099,-5.2877478717292006e-05
66081,0.08245010807587033,-5.295340805901074e-05
66152,-0.06800297282844829,-5.2875665779938285e-05
66198,0.044002341004288986,-5.2933541287125395e-05
66223,-0.1162697830748378,-5.285072530141622e-05
66330,-0.0588905109242839,-5.288037438113667e-05
66401,-0.12499240703657806,-5.2846218137724526e-05
66438,-0.05962145706632917,-5.287999668584692e-05
66474,-0.001072671088502827,-5.2910250078010905e-05
66526,-0.10169958997673537,-5.285825402738466e-05
66580,-0.09543781802654752,-5.286148961698523e-05
66697,0.03596193344179099,-5.292938663902042e-05
66731,-0.04366246629834072,-5.288824303286123e-05
66768,-0.06459189083223703,-5.287742835792758e-05
66857,0.02655709308080846,-5.292452695972487e-05
66955,-0.13525001789661337,-5.284091781388523e-05
67014,-0.017324040313309398,-5.29018526528967e-05
67121,-0.08362085539681562,-5.286759569072764e-05
67167,-0.08605734253696654,-5.286633670644671e-05
67256,-0.050898833104588904,-5.288450384955228e-05
67292,-0.08150111158488434,-5.2868691007049584e-05
67327,-0.006676591510849917,-5.290735441417389e-05
67407,0.04405107074709199,-5.2933566466821485e-05
67470,-0.06890447307030413,-5.2875199955749865e-05
67522,-0.06386094469019175,-5.287780605321039e-05
67595,0.008161615172669102,-5.291502162843229e-05
67648,-0.038545843304023816,-5.28908868998415e-05
67675,-0.0911008709170789,-5.2863730608979666e-05
67737,-0.004069550270888451,-5.290870152735754e-05
67773,-0.09663169672522147,-5.286087271468966e-05
67835,-0.04449087192599203,-5.288781497820685e-05
67906,-0.03567078847864572,-5.289237250127684e-05
67942,-0.1138820256774899,-5.2851959105993904e-05
68002,-0.04283406067068941,-5.288867108750867e-05
68048,-0.042103114528644126,-5.288904878279841e-05
68128,-0.06417768801841135,-5.2877642385244264e-05
68182,-0.04429595295477995,-5.288791569694979e-05
68253,-0.10082245460628103,-5.285870726172125e-05
68280,-0.06559085055969889,-5.287691217436086e-05
68324,-0.061253903450230275,-5.287915316638263e-05
68342,-0.04553856139625691,-5.288727361495791e-05
68404,-0.09212419551594231,-5.286320183560317e-05
68431,-0.08206150362711903,-5.2868401440658096e-05
68468,0.04909459912720437,-5.29361725642818e-05
68529,-0.08637408586518615,-5.286617303848773e-05
68565,-0.12477312319396447,-5.2846331446305205e-05
