Siruta,Y_c1,Y_c2
13169,4.137788033885846,-5.504888666880009e-05
13187,0.0863972172429148,-5.295544761354664e-05
13276,0.017956293476075746,-5.292008274523219e-05
13301,0.6720312662495873,-5.325805707410985e-05
13365,-0.04207874965724263,-5.2889061372636155e-05
13392,0.2012775859010301,-5.301480872225847e-05
13490,0.730409498127603,-5.3288222337611296e-05
13524,-0.06576140465950946,-5.287682404546912e-05
13622,0.6447426102798971,-5.324395645036199e-05
13668,0.08929663693969435,-5.2956945804854214e-05
13757,0.05998569664367892,-5.2941800224011926e-05
13819,-0.0224162984362248,-5.289922137576111e-05
13891,-0.13164401692919003,-5.284278111061032e-05
13935,-0.07426474477863614,-5.287243019033771e-05
13999,-0.08837200532010989,-5.2865140671382044e-05
14049,-0.10995928138184694,-5.285398607069227e-05
14085,-0.09936056232219047,-5.285946265228728e-05
14165,-0.021124960251944814,-5.2899888637421524e-05
14272,-0.07075620329681882,-5.2874243127698376e-05
14352,-0.12423709602313127,-5.2846608422831405e-05
14405,-0.08449799076726994,-5.2867142456377167e-05
14450,-0.05720933479757976,-5.288124308027623e-05
14584,-0.06037676807977595,-5.287960640071943e-05
14673,-0.11081205188089976,-5.2853545426193214e-05
14726,-0.14236456034585404,-5.283724157981294e-05
14753,-0.12574771805002483,-5.2845827852576434e-05
14851,-0.06941613536973583,-5.2874935569061616e-05
14922,-0.0948774259843128,-5.286177918336284e-05
14940,-0.03221097673963145,-5.2894160258965494e-05
15064,-0.11232267390779332,-5.285276485595212e-05
15108,0.10189327545427454,-5.296345475356879e-05
15233,-0.079283908287347,-5.286983668272207e-05
15313,-0.11551447206139102,-5.285111558656431e-05
15402,-0.09670479133942599,-5.286083494514889e-05
15448,-0.11873063508639022,-5.284945372729776e-05
15493,-0.11276124159302048,-5.285253823877688e-05
15554,-0.14204781701763441,-5.283740524778622e-05
15652,-0.11349218773506575,-5.28521605434802e-05
15741,-0.026728880674291904,-5.289699297358717e-05
15830,-0.07022017612598562,-5.287452010425191e-05
15901,-0.04127470890099282,-5.288947683745279e-05
15983,-0.12345742013828297,-5.284701129780357e-05
16132,-0.11877936482919324,-5.2849428547622277e-05
16285,-0.09421957445647207,-5.286211910911876e-05
16329,-0.14745681846876943,-5.283461030268429e-05
16365,-0.08345030129700506,-5.286768381961937e-05
16427,-0.12655175880627462,-5.284541238775285e-05
16454,-0.09309879037200265,-5.286269824190173e-05
16472,-0.10596344247199943,-5.285605080488978e-05
16506,-0.12236100092521507,-5.284757784072085e-05
16551,-0.09680225082503204,-5.286078458579792e-05
16613,-0.11429622849131554,-5.285174507868396e-05
16659,-0.11419876900570952,-5.28517954380488e-05
16739,-0.11641597230324684,-5.285064976234856e-05
16757,-0.030944003426752978,-5.2894814930791745e-05
16908,-0.056941321212163165,-5.2881381568552996e-05
16944,-0.10416044198828779,-5.2856982453280076e-05
17049,-0.05582053712769375,-5.2881960701322094e-05
17101,-0.056868226597958635,-5.288141933807316e-05
17209,-0.05733115915458731,-5.2881180131060185e-05
17254,-0.02073512230952067,-5.2900090074910975e-05
17334,-0.1309861654013493,-5.2843121036394e-05
17398,-0.1122983090363918,-5.285277744578965e-05
17423,-0.12474875832256295,-5.284634403612928e-05
17496,-0.03089527368394995,-5.289484011046712e-05
17575,-0.11780476997313288,-5.284993214132371e-05
17619,-0.08023413827200586,-5.286934567887205e-05
17726,-0.12011943275627625,-5.28487361062725e-05
17771,-0.13476272046858317,-5.2841169610749414e-05
17824,-0.10091991409188707,-5.2858656902356825e-05
17851,-0.03184550366860881,-5.2894349106603535e-05
17913,-0.14565381798505775,-5.283554195103337e-05
17968,-0.08688574816461785,-5.286590865179948e-05
18028,-0.011257187334333632,-5.290498752374219e-05
18162,-0.12092347351252603,-5.2848320641448925e-05
18242,-0.08393759872503524,-5.2867432022768654e-05
18331,-0.09534035854094149,-5.286153997635007e-05
18411,-0.10252799560438668,-5.285782597273742e-05
18475,-0.10898468652578656,-5.285448966439371e-05
18527,-0.022635582278838367,-5.2899108067162975e-05
18554,-0.1157337559040046,-5.285100227796976e-05
18581,-0.13037704361631158,-5.284343578246096e-05
18670,-0.04634260215250672,-5.288685815016188e-05
18741,-0.053700793315762455,-5.2883056017636895e-05
18778,-0.04758521059398368,-5.288621606817674e-05
18858,-0.058403213496253714,-5.2880626177987387e-05
18938,-0.09529162879813848,-5.286156515605289e-05
19007,-0.09526726392673698,-5.286157774589084e-05
19114,-0.11237140365059635,-5.285273967627664e-05
19141,-0.11027602471006658,-5.285382240273329e-05
19212,-0.13693119402331752,-5.2840049114779744e-05
19249,-0.08483909896689107,-5.286696619859411e-05
19338,-0.045026899096825224,-5.2887538001660044e-05
19392,-0.12223917656820751,-5.2847640789937094e-05
19560,-0.10177268459093988,-5.2858216257857766e-05
19631,-0.09641241288260788,-5.2860986023270336e-05
19695,-0.10252799560438668,-5.285782597273742e-05
19793,-0.08198840901291451,-5.2868439210198866e-05
19999,-0.09146634398810152,-5.2863541761331324e-05
20048,-0.1425107495742631,-5.2837166040759154e-05
20055,-0.10148030613412178,-5.2858367335979215e-05
20063,-0.09685098056783506,-5.286075940610898e-05
20297,4.63870542502947,-5.530772124623491e-05
20313,-0.03569515335004725,-5.2892359911452984e-05
20359,-0.0018036172305480997,-5.290987238272812e-05
20411,-0.045611656010461445,-5.2887235845437754e-05
20466,0.0703164021179188,-5.294713831730935e-05
20563,1.1125481411888716,-5.3485681431408235e-05
20607,-0.041201614286788306,-5.288951460699356e-05
20670,-0.04190819555743207,-5.28891495015485e-05
20778,0.337720865749481,-5.3085311841657244e-05
20821,0.4162001165337417,-5.312586372529349e-05
20876,0.43218347217313174,-5.313412266213735e-05
20910,-0.04405230424076486,-5.288804159537515e-05
20965,0.150013896472255,-5.298831969302361e-05
21007,-0.018054986455354673,-5.290147495761379e-05
21098,-0.10925270011120317,-5.285435117612367e-05
21123,0.0043119654912306595,-5.291303243328434e-05
21196,0.028018985364899007,-5.2925282350287227e-05
21249,-0.11527082334737593,-5.285124148498294e-05
21338,-0.030139962670503173,-5.289523039559808e-05
21418,-0.03896004611784946,-5.289067287251074e-05
21454,-0.05211707667466436,-5.288387435741182e-05
21506,0.016372576834977653,-5.291926440545542e-05
21560,-0.10006714359283425,-5.2859097546855884e-05
21597,-0.08447362589586843,-5.286715504622858e-05
21668,-0.04410103398356789,-5.2888016415699874e-05
21720,-0.07326578505117426,-5.287294637389056e-05
21757,-0.037936721518986076,-5.289120164590826e-05
21855,0.005116006247480466,-5.291344789808721e-05
21891,-0.11383329593468688,-5.285198428569714e-05
21971,-0.03396524748054009,-5.2893253790281694e-05
22059,-0.08167166568469489,-5.286860287814397e-05
22111,-0.1227264739962377,-5.2847388993086376e-05
22166,0.19004538018493447,-5.300900480467653e-05
22237,-0.1009930087060916,-5.285861913282993e-05
22380,0.10547491155029641,-5.296530546042859e-05
22460,-0.0345012746513733,-5.2892976813748765e-05
22488,-0.11449114746252761,-5.285164435992735e-05
22576,-0.055942361484701296,-5.288189775211278e-05
22665,-0.09948238667919802,-5.2859399703071026e-05
22718,-0.050362805933755715,-5.288478082610603e-05
22781,0.002947532692746172,-5.291232740206711e-05
22834,-0.0876166943066631,-5.286553095651626e-05
22898,-0.0051172397411533505,-5.290816016412677e-05
22941,-0.03389215286633558,-5.2893291559822465e-05
23047,-0.1106414977810892,-5.285363355511229e-05
23127,-0.128866421589418,-5.284421635271552e-05
23207,-0.09248966858696495,-5.286301298795482e-05
23289,-0.03367286902372199,-5.2893404868396204e-05
23350,-0.03937424893167512,-5.289045884519385e-05
23387,-0.06369039059038119,-5.287789418210865e-05
23449,-0.03545150463603216,-5.289248580987834e-05
23494,-0.08564313972314087,-5.2866550733784415e-05
23644,-0.0988489000227588,-5.2859727039003284e-05
23715,0.07562794408344779,-5.294988290303256e-05
23797,0.06169123764178456,-5.294268151299617e-05
23868,-0.12928062440324364,-5.2844002325378237e-05
23948,-0.07346070402238634,-5.287284565517517e-05
23975,-0.0854482207519288,-5.2866651452513683e-05
24034,-0.08717812662143594,-5.2865757573678034e-05
24089,-0.0747033124638633,-5.287220357317635e-05
24187,-0.06200921446367706,-5.2878762881262086e-05
24276,-0.05126430617561154,-5.288431500191088e-05
24338,-0.010501876320886856,-5.290537780886973e-05
24427,-0.08698320765022387,-5.286585829242076e-05
24524,-0.04505126396822673,-5.28875254118223e-05
24631,0.02860374227853525,-5.292558450649543e-05
24711,-0.0828168146405658,-5.286801115552346e-05
24766,0.03415893295807929,-5.292845499067869e-05
24837,-0.050387170805157214,-5.2884768236254414e-05
24999,-0.11195720083677069,-5.285295370360046e-05
25068,0.07479953845579645,-5.294945484839879e-05
25148,-0.05608855071311035,-5.2881822213052055e-05
25228,-0.03788799177618307,-5.289122682560435e-05
25291,-0.09477996649870679,-5.286182954274156e-05
25362,-0.11376020132048234,-5.285202205521016e-05
25488,-0.0803315977576119,-5.2869295319493745e-05
25521,-0.05438300971500472,-5.288270350204324e-05
25629,-0.10730351039908244,-5.285535836355388e-05
25692,-0.09443885829908565,-5.286200580055195e-05
25745,-0.10944761908241524,-5.28542504573944e-05
25825,-0.030749084455540903,-5.289491564952785e-05
25861,-0.09275768217238153,-5.286287449968479e-05
25932,-0.07453275836405272,-5.287229170206767e-05
26029,-0.07823621881708212,-5.287037804599162e-05
26083,-0.0642751475040174,-5.287759202587963e-05
26118,-0.11880372970059475,-5.284941595777087e-05
26289,-0.04994860311993007,-5.288499485342985e-05
26320,-0.11578248564680761,-5.285097709826694e-05
26338,-0.09100341143147288,-5.2863780968371846e-05
26346,-0.06758877001462263,-5.287587980724823e-05
26353,-0.11008110573885448,-5.28539231214899e-05
26361,-0.11310234979264161,-5.285236198097995e-05
26379,-0.1334713822843032,-5.284183687239637e-05
26564,5.259717267311135,-5.562861115767704e-05
26582,0.09348739482075391,-5.295911125780874e-05
26653,-0.030481070870124305,-5.289505413780125e-05
26699,0.1051581682220768,-5.296514179245573e-05
26742,-0.07933263803015002,-5.286981150306047e-05
26804,0.10964130455995444,-5.2967458323559046e-05
26840,0.011134129483653202,-5.291655758925911e-05
26877,0.27471330830517854,-5.3052754508275424e-05
26920,-0.11807278355854947,-5.284979365305367e-05
26975,0.3027085455455124,-5.306722023770156e-05
27007,-0.11081205188089976,-5.2853545426193214e-05
27070,-0.09421957445647207,-5.286211910911876e-05
27169,-0.09358608780003284,-5.286244644503714e-05
27212,-0.09733827799586524,-5.286050760925826e-05
27285,-0.08557004510893634,-5.286658850329743e-05
27329,-0.08859128916272348,-5.286502736280136e-05
27383,-0.03247899032504804,-5.2894021770688725e-05
27436,-0.06183866036386649,-5.287885101015361e-05
27506,-0.13754031580835524,-5.283973436869973e-05
27560,-0.07246174429492445,-5.287336183870026e-05
27631,-0.06846590538507698,-5.287542657292551e-05
27686,-0.04865726493565008,-5.288566211509027e-05
27757,-0.08067270595723301,-5.286911906171069e-05
27846,-0.10416044198828779,-5.2856982453280076e-05
27908,-0.11955904071404151,-5.284902567263623e-05
27935,-0.1178778645873374,-5.284989437179682e-05
27971,-0.061400092678639336,-5.2879077627335786e-05
28077,-0.12484621780816899,-5.2846293676764434e-05
28139,-0.13388558509812884,-5.284162284509988e-05
28193,-0.12528478549339614,-5.28460670595892e-05
28246,-0.11237140365059635,-5.285273967627664e-05
28335,-0.08362085539681562,-5.286759569072764e-05
28415,-0.11717128331669363,-5.285025947724168e-05
28497,-0.1093501595968092,-5.2854300816758824e-05
28530,-0.092684587558177,-5.286291226921168e-05
28610,-0.11453987720533064,-5.285161918025187e-05
28665,-0.058037740425231084,-5.288081502562879e-05
28709,-0.11127498443752842,-5.285330621916657e-05
28763,-0.09862961618014521,-5.2859840347570084e-05
28816,-0.11731747254510268,-5.285018393818789e-05
28889,-0.13736976170854467,-5.283982249759063e-05
28941,-0.11025165983866506,-5.285383499259858e-05
29001,-0.07246174429492445,-5.287336183870026e-05
29038,-0.10520813145855266,-5.285644109003787e-05
29092,0.002192221679299376,-5.291193711695609e-05
29154,-0.037059586148531755,-5.289165488025179e-05
29243,-0.09850779182313767,-5.285990329678634e-05
29341,-0.10647510477143114,-5.285578641821541e-05
29403,-0.08113563851386171,-5.2868879854697925e-05
29467,-0.07587282629113572,-5.2871599260717894e-05
29519,-0.09419520958507058,-5.286213169897058e-05
29573,-0.0918561819305257,-5.2863340323886665e-05
29662,-0.11319980927824765,-5.2852311621601646e-05
29724,-0.05338404998754285,-5.2883219685603024e-05
29760,-0.13149782770078097,-5.284285664969186e-05
29813,-0.09180745218772267,-5.286336550354827e-05
29902,-0.08098944928545262,-5.286895539373783e-05
29948,-0.1031371173894244,-5.285751122667046e-05
30014,-0.10177268459093988,-5.2858216257857766e-05
30069,-0.10364877968885607,-5.2857246839968325e-05
30149,-0.038886951503644934,-5.289071064205151e-05
30229,-0.1026254550899927,-5.2857775613372585e-05
30274,-0.004045185399486947,-5.2908714117204324e-05
30336,-0.09241657397276039,-5.286305075746784e-05
30416,-0.13444597714036355,-5.2841333278694936e-05
30470,-0.10177268459093988,-5.2858216257857766e-05
30568,0.024705362854293794,-5.292357013165226e-05
30648,-0.12126458171214716,-5.284814438365199e-05
30719,-0.09984785975022066,-5.285921085543656e-05
30773,-0.0956814667405626,-5.286136371855314e-05
30844,-0.11003237599605148,-5.285394830116538e-05
30871,-0.12613755599244897,-5.284562641509014e-05
30915,0.13907406921297744,-5.2982666853603914e-05
30988,-0.09419520958507058,-5.286213169897058e-05
31011,-0.06040113295117745,-5.287959381087475e-05
31057,-0.13671191018070392,-5.2840162423346544e-05
31128,-0.10920397036840017,-5.285437635582649e-05
31208,-0.14158488446100573,-5.283764445481245e-05
31262,-0.05896360553848843,-5.2880336611616715e-05
31333,-0.07056128432560675,-5.287434384645498e-05
31379,-0.14243765496005859,-5.2837203810299925e-05
31422,-0.10837556474074883,-5.285480441046026e-05
31510,-0.09141761424529854,-5.286356694104802e-05
31565,-0.10303965790381836,-5.285756158603488e-05
31609,-0.11980268942805662,-5.284889977421802e-05
31654,-0.059036700152692946,-5.2880298842075945e-05
31716,0.002289681164905434,-5.291198747630548e-05
31789,0.0336229057872461,-5.2928178014124944e-05
31841,-0.10345386071764401,-5.285734755871147e-05
31878,-0.09088158707446534,-5.28638439175881e-05
31921,-0.11990014891366264,-5.284884941485318e-05
31976,-0.07141405482465957,-5.28739032019698e-05
32027,0.0993105990857146,-5.2962120230206323e-05
32045,-0.13761341042255976,-5.283969659915896e-05
32090,-0.1189742838004053,-5.284932782887913e-05
32153,-0.11970522994245057,-5.284895013358245e-05
32161,-0.10206506304775799,-5.2858065179750196e-05
32179,-0.11478352591934574,-5.285149328181978e-05
32187,-0.09633931826840336,-5.286102379278335e-05
32195,-0.12484621780816899,-5.2846293676764434e-05
32201,-0.11892555405760229,-5.284935300855461e-05
32394,2.1060501374568057,-5.399904486047189e-05
32483,0.13054636422244925,-5.297826040864107e-05
32544,0.11763298237964943,-5.297158779196793e-05
32599,0.1146361031972638,-5.2970039241323274e-05
32633,-0.06149755216424536,-5.2879027267950335e-05
32660,-0.09300133088639662,-5.286274860126616e-05
32704,-0.09063793836045024,-5.286396981602019e-05
32768,-0.12221481169680601,-5.284765337977463e-05
32811,-0.06483553954625211,-5.287730245950202e-05
32884,-0.09945802180779653,-5.285941229293631e-05
32955,-0.13171711154339458,-5.284274334109731e-05
33015,-0.09836160259472862,-5.2859978835854e-05
33122,-0.11583121538961064,-5.2850951918591455e-05
33177,-0.12043617608449585,-5.284857243829964e-05
33202,-0.03713268076273628,-5.289161711071796e-05
33248,0.024047511326453018,-5.292323020592746e-05
33275,-0.10849738909775639,-5.285474146125789e-05
33337,-0.10859484858336244,-5.285469110189346e-05
33364,-0.08474163948128503,-5.286701655794508e-05
33382,-0.03920369483186454,-5.289054697407844e-05
33435,-0.017616418770127498,-5.290170157477514e-05
33514,-0.09819104849491805,-5.28600669647592e-05
33541,-0.04570911549606749,-5.288718548607332e-05
33603,-0.08868874864832951,-5.2864977003436934e-05
33621,0.027604782551073362,-5.2925068322953095e-05
33658,-0.10613399657181001,-5.285596267601192e-05
33729,-0.11695199947408004,-5.285037278582236e-05
33765,-0.10727914552768093,-5.285537095339141e-05
33845,-0.14236456034585404,-5.283724157981294e-05
33881,-0.13870982963562767,-5.2839130056213934e-05
33952,-0.13537184225362092,-5.284085486469632e-05
33989,-0.03791235664758458,-5.289121423575967e-05
34075,-0.10038388692105388,-5.285893387891036e-05
34155,-0.10679184809965075,-5.285562275025601e-05
34173,-0.0768474211471961,-5.2871095667003e-05
34235,-0.012719079618424178,-5.2904232133176424e-05
34262,-0.10252799560438668,-5.285782597273742e-05
34280,-0.048949643392468184,-5.288551103698249e-05
34333,-0.012865268846833228,-5.290415659411569e-05
34360,-0.12618628573525198,-5.28456012354012e-05
34397,-0.10101737357749312,-5.28586065429924e-05
34422,-0.14526398004263358,-5.283574338851883e-05
34477,-0.13539620712502243,-5.2840842274831446e-05
34547,-0.07801693497446853,-5.28704913545723e-05
34618,-0.08449799076726994,-5.2867142456377167e-05
34645,-0.09704589953904713,-5.2860658687351955e-05
34690,-0.05945090296651861,-5.2880084814752323e-05
34770,-0.11232267390779332,-5.285276485595212e-05
34850,-0.10540305042976474,-5.2856340371294724e-05
34903,-0.08047778698602094,-5.286921978043996e-05
34985,-0.026655786060087366,-5.289703074310712e-05
35054,-0.02088131153792972,-5.290001453585025e-05
35090,-0.008114118923538957,-5.290661161345533e-05
35152,-0.08532639639492125,-5.2866714401743395e-05
35269,-0.07947882725855906,-5.2869735963992804e-05
35312,-0.12238536579661656,-5.284756525086943e-05
35429,-0.08206150362711903,-5.2868401440658096e-05
35731,2.8130699757857967,-5.4364376917108334e-05
35759,-0.038813856889440404,-5.289074841156452e-05
35839,-0.05138613053261909,-5.288425205270156e-05
35884,-0.08135492235647526,-5.286876654608949e-05
35946,0.1416811104529389,-5.2984013966817374e-05
36006,0.5936251100795309,-5.321754296026418e-05
36060,0.027434228451262803,-5.292498019404769e-05
36131,-0.00021990058945000896,-5.2910690722507775e-05
36202,-0.07543425860590856,-5.287182587789313e-05
36300,-0.04646442650951427,-5.288679520094584e-05
36373,-0.11843825662957211,-5.284960480540533e-05
36426,-0.08479036922408804,-5.2866991378269596e-05
36453,-0.037985451261789094,-5.28911764662189e-05
36499,-0.08176912517030094,-5.2868552518779544e-05
36532,-0.12392035269491165,-5.284677209080426e-05
36569,-0.063203093162351,-5.287814597895243e-05
36649,-0.12489494755097201,-5.284626849707549e-05
36676,-0.11653779666025439,-5.285058681314618e-05
36756,-0.005263428969562401,-5.2908084625066044e-05
36809,-0.04982677876292252,-5.28850578026459e-05
36907,-0.04943694082049836,-5.288525924011811e-05
36952,-0.07382617709340898,-5.287265680752682e-05
37011,-0.09127142501688947,-5.286364248008835e-05
37057,-0.0959494803259792,-5.28612252302831e-05
37100,-0.1055979694009768,-5.285623965253812e-05
37173,-0.10442845557370438,-5.285684396501004e-05
37217,-0.07119477098204598,-5.28740165105366e-05
37280,0.1209953346330577,-5.297332519027439e-05
37324,-0.021466068451565942,-5.2899712379624694e-05
37397,-0.09066230323185175,-5.286395722616878e-05
37459,-0.0838888689822322,-5.28674572024576e-05
37547,-0.05647838865553449,-5.288162077556597e-05
37618,-0.11646470204604988,-5.2850624582673074e-05
37672,-0.08223205772692961,-5.286831331176678e-05
37734,-0.08047778698602094,-5.286921978043996e-05
37770,-0.01693420237088526,-5.2902054090386144e-05
37823,-0.0731195958227652,-5.2873021912958224e-05
37850,-0.10771771321290811,-5.285514433624393e-05
37912,-0.06339801213356308,-5.287804526022316e-05
37958,-0.08698320765022387,-5.286585829242076e-05
38063,0.02202522700012779,-5.292218524894607e-05
38161,-0.10518376658715117,-5.285645367987582e-05
38241,-0.1139307554202929,-5.285193392631884e-05
38321,-0.10223561714756857,-5.2857977050845e-05
38376,-0.12357924449529051,-5.284694834858732e-05
